Vessel Name: 01-11-2022_KaKr_KK1-83_Screen_S4/4-B5/5_P0_20
Metric: GFP  Integrated Intensity Per Image (GCU x µm²/Image)
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	SSB	ST14	STAB1	STAP1	STAT2	TAP1	TAP2	TDO2	TDRD7	TIFA	TLR3	TLR7	TMEM140	TMEM217	TMEM62	TNFRSF1B	TNFSF10	TNFSF13B	TNFSF18	TNFSF8	TRAF3IP3	TRANK1	TRIM21	TRIM22	TRIM25	TRIM38	TRIM5	TRIM69	TYMP	UBA7	UBN2	UBQLNL	VCAN	WARS1	XAF1	ZADH2	ZBP1	ZBTB48	ZC3HAV1	ZMAT3	ZNF44	ZNF516	ZNFX1	Mx2	STAT1	MAVS	BST2	EIF2AK2	RSAD2	NTC1	NTC2	NTC3	NTC4	NTC5
01/11/2022 15:45:00	0	5734874.0	6092730.0	6273548.0	5705964.0	5152360.0	5594052.0	5784824.0	5587296.0	5054971.0	5470923.0	4317715.0	6412135.0	6075236.0	6339136.0	6863434.0	7176298.0	5782410.0	6648721.0	5714807.0	6491918.0	6100163.0	5993026.0	5232248.0	6281139.0	6010446.0	6376323.0	6025312.0	7534648.0	5167514.0	5661228.0	7237481.0	6847557.0	5497425.0	5836000.0	6193588.0	6160643.0	6078438.0	6819171.0	5872570.0	7438434.0	6892055.0	6644397.0	6386481.0	5767932.0	6250706.0	6320075.0	6718558.0	6796142.0	6150940.0	5831452.0	5531708.0	5811449.0	4980984.0	5539792.0
01/11/2022 17:45:00	2	5582965.0	5897459.0	6085499.0	5491678.0	5006223.0	5455953.0	5624140.0	5376781.0	4889460.0	5365427.0	4228058.0	6324102.0	5938967.0	6072091.0	6571180.0	6829946.0	5491834.0	6343289.0	5468673.0	6252660.0	5927499.0	5772695.0	5124487.0	6183281.0	5855564.0	6177330.0	5777303.0	7179510.0	4956095.0	5424367.0	6991103.0	6574941.0	5376488.0	5737015.0	6040418.0	5993303.0	5916934.0	6507952.0	5689267.0	7121270.0	6609016.0	6395115.0	6152553.0	5717199.0	6152983.0	6263428.0	6609925.0	6688247.0	6075966.0	5750309.0	5457571.0	5719174.0	4883262.0	5439280.0
01/11/2022 19:45:00	4	5784445.0	6080777.0	6273455.0	5684716.0	5192730.0	5648888.0	5788678.0	5548461.0	5072614.0	5479292.0	4379810.0	6547069.0	6122633.0	6250065.0	6752474.0	7062437.0	5685064.0	6573170.0	5666586.0	6435395.0	6013706.0	5965628.0	5320005.0	6403167.0	6064354.0	6413912.0	5968427.0	7410479.0	5131801.0	5603052.0	7164918.0	6803906.0	5546994.0	5929872.0	6251954.0	6189048.0	6102954.0	6688681.0	5789425.0	7313495.0	6799692.0	6548713.0	6348815.0	5902854.0	6355385.0	6447261.0	6831715.0	6878343.0	6285057.0	5951893.0	5638702.0	5908356.0	5070490.0	5597612.0
01/11/2022 21:45:00	6	6036571.0	6332037.0	6541068.0	5921866.0	5409191.0	5865199.0	6057356.0	5799351.0	5277427.0	5716838.0	4577107.0	6819266.0	6417285.0	6548908.0	7021507.0	7299994.0	5950699.0	6843104.0	5893657.0	6688370.0	6292048.0	6242561.0	5528650.0	6650155.0	6338678.0	6696615.0	6252600.0	7736574.0	5345631.0	5832441.0	7428869.0	7072058.0	5793770.0	6172224.0	6531674.0	6442399.0	6343505.0	6959685.0	6047981.0	7592872.0	7080224.0	6817171.0	6590102.0	6151652.0	6647736.0	6727004.0	7090974.0	7148351.0	6542185.0	6226630.0	5883612.0	6168371.0	5306959.0	5843408.0
01/11/2022 23:45:00	8	6321467.0	6618448.0	6816465.0	6223116.0	5673458.0	6168859.0	6345259.0	6052238.0	5541476.0	5960126.0	4807532.0	7134049.0	6724666.0	6832864.0	7322497.0	7635588.0	6197903.0	7111695.0	6182703.0	7007479.0	6589538.0	6510178.0	5827247.0	6967431.0	6632026.0	6996888.0	6547470.0	8040718.0	5615475.0	6122866.0	7745998.0	7377234.0	6071347.0	6469549.0	6811277.0	6731860.0	6650716.0	7287919.0	6311435.0	7897178.0	7399034.0	7119477.0	6875451.0	6417088.0	6944984.0	7030766.0	7420713.0	7468393.0	6845820.0	6533232.0	6180987.0	6459342.0	5584259.0	6114303.0
02/11/2022 01:45:00	10	6622646.0	6933579.0	7140229.0	6512030.0	5950716.0	6458027.0	6624878.0	6341062.0	5846555.0	6352238.0	5032753.0	7430205.0	7034861.0	7163364.0	7658489.0	7982734.0	6498281.0	7435240.0	6480930.0	7338676.0	6987359.0	6802854.0	6096254.0	7300436.0	6931452.0	7323890.0	6866162.0	8433614.0	5880239.0	6400945.0	8080684.0	7678801.0	6352480.0	6776470.0	7129018.0	7054437.0	6964389.0	7579437.0	6675651.0	8238523.0	7706731.0	7443893.0	7180844.0	6702843.0	7270202.0	7348062.0	7750420.0	7791651.0	7139970.0	6846113.0	6492380.0	6763201.0	5875176.0	6411225.0
02/11/2022 03:45:00	12	6938929.0	7248056.0	7482595.0	6846766.0	6250716.0	6769604.0	6914825.0	6660385.0	6103991.0	6538651.0	5256033.0	7757317.0	7356468.0	7528523.0	8017696.0	8307745.0	6810515.0	7801596.0	6782029.0	7685499.0	7243393.0	7141753.0	6405706.0	7641863.0	7277349.0	7688487.0	7199934.0	8789779.0	6166614.0	6691126.0	8433527.0	8060527.0	6667585.0	7069561.0	7465068.0	7353043.0	7267749.0	7915914.0	6900845.0	8615452.0	8074786.0	7793862.0	7534708.0	7027613.0	7576912.0	7689948.0	8095456.0	8149766.0	7500187.0	7188963.0	6794697.0	7083123.0	6166021.0	6684904.0
02/11/2022 05:45:00	14	7358545.0	7632104.0	7882133.0	7210295.0	6562561.0	7154207.0	7325655.0	6977306.0	6451335.0	6907977.0	5564474.0	8174246.0	7755867.0	7930656.0	8430579.0	8748275.0	7166483.0	8225464.0	7181082.0	8080185.0	7590057.0	7534189.0	6783461.0	8035458.0	7680146.0	8101537.0	7584408.0	9228604.0	6492370.0	7060261.0	8874909.0	8485676.0	7034205.0	7426514.0	7844011.0	7723639.0	7655223.0	8339516.0	7290831.0	9051307.0	8504264.0	8210369.0	7920787.0	7372801.0	7975410.0	8095714.0	8500973.0	8513754.0	7888479.0	7567608.0	7145920.0	7454927.0	6504714.0	7074482.0
02/11/2022 07:45:00	16	7672662.0	8037362.0	8297392.0	7618001.0	6934300.0	7509209.0	7681368.0	7346455.0	6790846.0	7237465.0	5848876.0	8604375.0	8170760.0	8350822.0	8880646.0	9187358.0	7520758.0	8607749.0	7615339.0	8512186.0	7979809.0	7936396.0	7153639.0	8448638.0	8061992.0	8541171.0	7997001.0	9659427.0	6857085.0	7417822.0	9299988.0	8913935.0	7413069.0	7861638.0	8287779.0	8147558.0	8045725.0	8757467.0	7652148.0	9525469.0	8961001.0	8670872.0	8361924.0	7753333.0	8374859.0	8490109.0	8892571.0	8941881.0	8261016.0	7984514.0	7581879.0	7881960.0	6851368.0	7452836.0
02/11/2022 09:45:00	18	8176370.0	8479397.0	8747775.0	8060911.0	7318806.0	7905399.0	8060061.0	7727821.0	7166403.0	7640881.0	6174812.0	9049595.0	8683621.0	8784774.0	9327359.0	9624957.0	7965315.0	9080657.0	8041700.0	8946734.0	8475433.0	8367935.0	7548044.0	8919905.0	8529716.0	8989557.0	8425116.0	10173940.0	7228085.0	7802163.0	9738844.0	9372145.0	7791471.0	8232573.0	8709433.0	8588623.0	8488255.0	9220029.0	8031857.0	10021940.0	9401915.0	9078966.0	8791151.0	8149372.0	8849180.0	8983195.0	9351091.0	9419829.0	8746334.0	8449109.0	7991927.0	8313424.0	7244007.0	7858058.0
