Vessel Name: 07-08-2020_KaKr_Screen_P1_6
Metric: SARS-CoV-2  Integrated Intensity / A549-mRFP  Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr_SARS-CoV-2_DEFv9(TopH)

Date Time	Elapsed	AC005013.1	ACE2	ACO1	ADAM12	ADAMDEC1	ADAR	ADORA3	AIM2	AKAP2	ALOX5AP	ANKRD22	APOBEC3A	APOBEC3G	APOL1	APOL2	APOL3	APOL4	APOL6	ARAP1	ARL9	ASGR1	ATF3	ATF7IP	ATXN1	BATF	BATF2	BRD3	BST2	C19ORF66	C6ORF100	C9ORF91	CAPN15	CASP1	CBFA2T3	CCL13	CCL2	CCL24	CCL7	CCL8	CCNA1	CCR1	CCR2	CD180	CD274	CD38	CD69	CD80	CEACAM1	CFB	CFHR1	CH25H	CHST2	CLEC5A	CLECL1	CMKLR1	CMPK2	CNP	CTAGE1	CX3CR1	CXCL10	CXCL11	CXCL3	CXCL9	CYP2J2	DCT	DDX58	DDX60	DDX60L	DEFB1	DHX58	DOK1	DOK2	DOK3	DTX3L	DUSP7	EIF2AK2	EMP1	EMR3	ENG	ENPP2	EPHB2	EPSTI1	ETV7	EVI2A	C1 (Mx2)	C2 (STAT1)	C3 (MAVS)	C4 (BST2)	C5 (EIF2AK2)	C6 (RSAD2)	C7 (NTC1)	C8 (NTC2)	C9 (NTC3)	C10 (NTC4)	C11 (NTC5)	C11 (NTC5),(-IFNa)
07/08/2020 16:20:00	0	0,001360635	0,001929748	0,00144925	0,001539318	0	0,002773887	0	0,001215256	0,0001988375	0,0008127857	0,000134345	0,000479655	0,001560981	0,0009551707	0,001728963	0,0007625204	0	0,0008539893	0,0005396188	0,001161176	0,0008732357	0,0007196369	0,001665145	0,0002695667	0	0,000168132	0,001267351	0,001338388	0,003143256	0,0009693629	0,001420054	0,0004641583	0,0004019331	0,0001380583	0,001473394	0,001546707	0,001584681	0,0007996606	0,002166514	0,001008187	0,003458258	0,001084716	0,0002446908	0,0007430139	0	0,002037939	0,0009943928	0,001755814	0	0,0001514447	0,001527919	0,0007331247	0	0,002827073	0,001173262	0,0006311685	0,000885416	0,0002306692	0,0003102692	0,0001984906	0,001412334	0,006094768	0,001763449	0,001424708	0,0001507731	0,00415682	0,0009152919	0,0002314193	0,0007759904	0,00375922	0,0006315031	0,0007448997	0,002644042	0,00232828	0,006377162	0,003284253	0,003014636	0,000845573	0,0003307448	0,00149574	0,002344359	0,00105121	0,001909856	0,0007100942	0,002873031	0,0001361331	0,003501339	0,001259232	0,0003292092	0,0006000881	0,0006725198	0,0006721157	0,0002491396	0,0005961656	0,001443708	0
07/08/2020 19:20:00	3	0,0006686663	0,001816366	0,0006231982	0,00127734	0	0,001954251	0	0,0006316612	0	0,0005655715	0	0,0004126506	0,001297015	0,001174605	0,002080973	0,0005168968	0	0,0009433238	0,0003585586	0,00151008	0,0002818283	0,0001958549	0,001105119	0,0004180302	0,0007598163	0,0005670969	0,0007335056	0,0006019672	0,002409999	0,0005416382	0,001133561	0,0004809973	0	0,0004290328	0,0006481763	0,001341411	0,001495922	0,0007347488	0,002552887	0,0002624106	0,003387928	0,000717957	0,0002117394	0,000445506	0,0003635048	0,0009793061	0,0009620682	0,001802694	0	0,0002114542	0,001050252	0,0001411373	0,001041741	0,002353563	0,0004368164	7,762806E-05	0,0005897045	0	0,0004159679	0,0001510802	0,0002517322	0,005375412	0,001686868	0,001245825	0,0001367428	0,003548266	0,001486105	0,0003556136	0,0002430106	0,002370191	0,0004065926	0,0003753421	0,001696064	0,001823846	0,004635487	0,001190773	0,00272144	0	0	0,001661569	0,001922268	0,0003036099	0,001141106	0,0006316741	0,0005245389	8,571998E-05	0,002134668	0,00126213	0,0003665107	0,0009709271	0,0001213324	0	0,0002264915	0,0002516674	0,0007466748	0,000197892
07/08/2020 22:20:00	6	0,0011063	0,001692708	0,0006951534	0,001245365	0	0,001665052	0	0,0006330858	0	0,0005491002	0	0,0004557369	0,0008933927	0,001051027	0,001374297	0,000425715	0	0,0004209632	0,0003224376	0	5,161299E-05	0,0007474016	0,000703987	0,001424714	0,0002070404	0,0004826766	0,000165731	0,0003468033	0,002695867	0,0002827314	0,0008069582	0,000317126	0,0002353762	0,0002354512	0,001009643	0,001067627	0,0005011338	0,0008925395	0,00214622	0,0006565377	0,001835021	0,0007164189	0,0004937527	0,0003359239	0,000368164	0,0006941698	0,001877029	0,001129797	0	0	0,0004908147	0,000405549	0,000362999	0,002424292	0,0006092411	8,005815E-05	0,0002001228	0	0	0,0002760626	0,0001989593	0,00528332	0,001131369	0,0006021233	0	0,002805314	0,001592942	0,0001846135	0,0008921932	0,002031785	0,001145518	0,0006195292	0,001115845	0,00154885	0,004400746	0,0005819009	0,002417206	0,0004501986	0	0,001051843	0,002326545	0,0003858205	0,000121003	0,0006519369	0,001218174	0,0001416774	0,001936133	0,0008164882	0,0002105134	0,0007121661	0,0002495581	0	0,0001999084	0,0002527619	0,0006959981	0
08/08/2020 01:20:00	9	0,001601749	0,001883382	0,001592035	0,001705166	0,0002811824	0,00256249	0,0009488028	0,001264152	0,0003320837	0,001077075	0,001530535	0,0001953532	0,0004231255	0,0008751552	0,00194776	0,0006920099	0,001070915	0,001591941	0,001365847	0,001775967	0,001326729	0,001066568	0,0005514831	0,001697299	0,000415527	0,0005866197	0,0009513469	0,001100872	0,003720844	0,001729943	0,001790589	0,001458459	0,0003393479	0,0009157634	0,0004335648	0,001919491	0,001786333	0,0004874345	0,002259458	0,002331571	0,001659682	0,001828577	0,0005606284	0,0009184058	0,0002208749	0,000795998	0,00182394	0,002084634	0,001341217	0,0005181552	0,0009622449	0,0009584468	0,002755116	0,002517247	0,0004899391	0,001949445	0,0007497303	0,0001988509	0,0003030266	0,001013068	0,001150395	0,006319461	0,001070526	0,001579503	0,0009837444	0,002901512	0,001324528	0,0004093066	0,001141387	0,002245861	0,001468055	0,001253982	0,002100773	0,001343999	0,00517267	0,001353216	0,004007186	0,0009980419	0,001026185	0,001779695	0,002207119	0,001849282	0,0006218429	0,001053773	0,002290651	0,001072212	0,002562115	0,0009287767	0,001600239	0,0009448158	0,001475074	0,001657716	0,000378045	0,0007470018	0,001353055	0,001120052
08/08/2020 04:20:00	12	0,007337228	0,003148337	0,003431214	0,003904737	0,002203188	0,004708598	0,005536126	0,003916381	0,002103932	0,003391108	0,004266164	0,0009927548	0,002901418	0,003044913	0,003785526	0,001970797	0,00392077	0,005074085	0,00408748	0,004664444	0,004557447	0,004340215	0,002563795	0,003706371	0,004142733	0,002428643	0,00229515	0,005307235	0,007464791	0,003838173	0,005518648	0,005033225	0,001626406	0,004087969	0,002633731	0,002704404	0,00585762	0,002427444	0,003791053	0,005400655	0,003191553	0,003493975	0,00323696	0,002786893	0,003191856	0,001774598	0,003238331	0,004367731	0,003195812	0,002898033	0,002868318	0,004652277	0,00411329	0,006538917	0,003016886	0,004143449	0,004734717	0,003458883	0,00152378	0,003875939	0,004442846	0,00757149	0,002948503	0,004471523	0,005611148	0,005803285	0,00451312	0,002790289	0,004249807	0,004158548	0,003312872	0,003254443	0,007551293	0,005615884	0,006997546	0,00421014	0,006859772	0,003223438	0,004907143	0,006865921	0,005872245	0,00378843	0,004687726	0,003373294	0,004028826	0,003462671	0,004909496	0,00205525	0,004226364	0,002908168	0,006603539	0,008412454	0,003326431	0,001705494	0,004689657	0,00383996
08/08/2020 07:20:00	15	0,01194071	0,005268999	0,005250155	0,005062714	0,005252745	0,006686178	0,008191221	0,007146173	0,003592491	0,005164784	0,006185441	0,002791096	0,006429895	0,007341204	0,006070002	0,003645084	0,00881237	0,008677528	0,007304395	0,008245189	0,007312533	0,007161495	0,007286663	0,006063244	0,009144795	0,005109551	0,003768686	0,008742649	0,01117197	0,007527722	0,009126506	0,008059256	0,005059381	0,006389065	0,006967819	0,004432376	0,008985754	0,004051451	0,006751654	0,007898703	0,005158877	0,005704686	0,005914767	0,005636341	0,00633304	0,003987984	0,006520221	0,008242284	0,006159677	0,005383629	0,004577998	0,006849066	0,006335871	0,009491628	0,00752117	0,00689299	0,008282423	0,006899631	0,003590377	0,008327684	0,008706101	0,009220522	0,004946514	0,005604802	0,009241359	0,007124214	0,007577274	0,005757225	0,005982425	0,006844247	0,005445934	0,005513758	0,0122847	0,009687976	0,008585221	0,009427364	0,0110237	0,00672922	0,009995484	0,01219699	0,01101278	0,006119124	0,007923498	0,007412983	0,009085475	0,007163359	0,007874477	0,003944929	0,007736579	0,005168047	0,0119151	0,01292736	0,007048336	0,003792566	0,008463954	0,00850294
08/08/2020 10:20:00	18	0,01482358	0,007259301	0,008103465	0,007543358	0,007540383	0,008894163	0,01126777	0,009531051	0,006723415	0,006427519	0,007316206	0,005984142	0,009593327	0,01055368	0,01005462	0,005141135	0,01273725	0,0114235	0,01038175	0,01121337	0,01106059	0,009324888	0,01090236	0,008349017	0,01188184	0,007922662	0,0054764	0,01197642	0,01390571	0,01023018	0,01106849	0,01151701	0,007905373	0,008107187	0,01015521	0,006760377	0,01228152	0,007912287	0,008792293	0,009130601	0,008078358	0,007808177	0,009959848	0,008188434	0,01028028	0,006210056	0,008237018	0,01218921	0,01020664	0,008066135	0,00635605	0,009999185	0,007872524	0,0137919	0,01146992	0,009428962	0,01197286	0,009766378	0,006368891	0,01073834	0,01305461	0,01349211	0,00989126	0,007573551	0,01359517	0,008293044	0,01351774	0,01093255	0,008816961	0,009060331	0,006774025	0,007269804	0,01700918	0,01308213	0,01157848	0,01278064	0,01292519	0,009178923	0,01299062	0,01952411	0,01579543	0,008894613	0,0111381	0,01103412	0,01162349	0,009379537	0,01010187	0,006672299	0,01210622	0,005692737	0,01857102	0,01778382	0,01070754	0,006672227	0,01206192	0,01245547
08/08/2020 13:20:00	21	0,01796773	0,007629286	0,0101895	0,01010675	0,009775364	0,01091872	0,01429074	0,01200023	0,008325162	0,008078041	0,008175538	0,008384937	0,01227402	0,01169676	0,01271372	0,007551507	0,01620436	0,01381393	0,01284615	0,01419713	0,01262741	0,01177443	0,01335063	0,009759885	0,01466296	0,009953045	0,00721464	0,01429099	0,01641059	0,01377747	0,01362666	0,01269124	0,01058617	0,01005315	0,01270014	0,009627286	0,01586194	0,00927387	0,01008045	0,01092017	0,01030828	0,01037024	0,01345414	0,009542387	0,01435175	0,007461866	0,01076616	0,0141843	0,01463103	0,0113124	0,008781037	0,01344213	0,008982304	0,01524891	0,01374862	0,01338176	0,01490853	0,01169762	0,007970884	0,01464288	0,0170786	0,0152149	0,01338141	0,009818485	0,01682759	0,009963473	0,01633254	0,0153456	0,0119479	0,01092658	0,008068571	0,01018928	0,02020433	0,01636728	0,0157871	0,01659604	0,01407887	0,01109215	0,01686437	0,02417771	0,01995871	0,01139996	0,01219822	0,01398381	0,01539262	0,01150343	0,01205885	0,009466248	0,01491211	0,007101498	0,02296221	0,02326025	0,01364721	0,009560619	0,01543234	0,01625907
08/08/2020 16:20:00	24	0,02096203	0,008567178	0,01308798	0,01105398	0,01194967	0,01255219	0,01629055	0,01521899	0,009218276	0,009310484	0,008998496	0,009807624	0,01588232	0,01360805	0,01476367	0,008950471	0,01852885	0,01542521	0,01436746	0,0159128	0,01441009	0,01403044	0,01546242	0,01103152	0,01840387	0,01197504	0,007808237	0,01556548	0,01762911	0,01567615	0,01687965	0,015518	0,01244025	0,01176371	0,01477497	0,0125718	0,01858058	0,01137828	0,01080286	0,01119589	0,0125873	0,01195096	0,0151756	0,0111052	0,0175005	0,008592271	0,01200553	0,01613605	0,01681775	0,01404491	0,01096597	0,01531251	0,009952487	0,01734611	0,01584584	0,01519416	0,01700141	0,01247598	0,009584798	0,01768873	0,02011859	0,01697651	0,01505929	0,01178226	0,01903421	0,0120856	0,01856128	0,01883445	0,01500444	0,01250331	0,01077182	0,01215967	0,0225336	0,01867996	0,01864224	0,01834576	0,01463815	0,01338155	0,0204341	0,02751769	0,02274479	0,013502	0,01401001	0,01509896	0,01838683	0,01291921	0,01463766	0,01267866	0,01832038	0,007927873	0,02716456	0,02643882	0,01491563	0,01137865	0,01889068	0,01897977
08/08/2020 19:20:00	27	0,02250539	0,009438525	0,01547427	0,01266442	0,01302631	0,01356888	0,01817115	0,01759481	0,01023511	0,01064842	0,009582879	0,01156906	0,01911944	0,01546445	0,0169221	0,01015624	0,02023683	0,01596252	0,01613498	0,01729893	0,01651628	0,01603116	0,0162993	0,01193705	0,01945303	0,01344151	0,009044145	0,01581374	0,01889964	0,01710996	0,01924482	0,01649823	0,0135821	0,01256417	0,01734519	0,01463408	0,02111846	0,01233261	0,01163096	0,01156116	0,01381593	0,01435557	0,01753774	0,0130391	0,01974337	0,00863353	0,01492051	0,01763653	0,01963058	0,01475479	0,0122472	0,01692455	0,01196346	0,01897686	0,01721602	0,01676307	0,018265	0,0134591	0,01122668	0,02018772	0,02282077	0,01828649	0,01812629	0,01314342	0,02070527	0,01373897	0,02021904	0,02225422	0,01854408	0,01458889	0,01259892	0,01348059	0,0243899	0,01881409	0,02058854	0,01927245	0,01582173	0,01422435	0,02269929	0,03092976	0,02523711	0,01520382	0,01562454	0,0168188	0,02063756	0,01471224	0,01420559	0,01499382	0,01985572	0,008577798	0,02931735	0,02915411	0,01579762	0,0122027	0,02043234	0,02135386
