Vessel Name: 28-10-2022_KaKr_KK1-82_Screen_S4/4-B4/5_P4_12
Metric: GFP  Integrated Intensity / RFP  Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	SSB	ST14	STAB1	STAP1	STAT2	TAP1	TAP2	TDO2	TDRD7	TIFA	TLR3	TLR7	TMEM140	TMEM217	TMEM62	TNFRSF1B	TNFSF10	TNFSF13B	TNFSF18	TNFSF8	TRAF3IP3	TRANK1	TRIM21	TRIM22	TRIM25	TRIM38	TRIM5	TRIM69	TYMP	UBA7	UBN2	UBQLNL	VCAN	WARS1	XAF1	ZADH2	ZBP1	ZBTB48	ZC3HAV1	ZMAT3	ZNF44	ZNF516	ZNFX1	STAT1	MAVS	BST2	EIF2AK2	RSAD2	NTC1	NTC2	NTC3	NTC4	NTC5
28/10/2022 16:05:00	0	0.00608709	0.005014702	0.00378249	0.004597464	0.004678614	0.005872116	0.005160248	0.003262749	0.005382032	0.004809311	0.003522241	0.005366292	0.00458038	0.00567307	0.007066387	0.00531994	0.00468571	0.005628063	0.00628576	0.009313845	0.006287957	0.005459493	0.006460347	0.005193272	0.007207673	0.007409944	0.006128592	0.00374532	0.006247629	0.004782436	0.006551322	0.005869495	0.004340828	0.004115459	0.005975122	0.007905649	0.006088327	0.006188889	0.005101901	0.007079385	0.01939305	0.005169059	0.00386857	0.008297747	0.004799674	0.005561852	0.00453503	0.00403696	0.005433626	0.006033323	0.003575088	0.002833813	0.003780397
28/10/2022 18:05:00	2	0.01030372	0.008394444	0.006758919	0.00698967	0.007176157	0.00695451	0.007190548	0.004903141	0.007762103	0.007726715	0.006296614	0.008662711	0.006443674	0.007982018	0.008686183	0.006539869	0.006463795	0.007364349	0.007746764	0.01094537	0.007047765	0.007368824	0.009969402	0.007064652	0.008415372	0.0094001	0.007433336	0.005596634	0.00812663	0.0068891	0.007987631	0.006216027	0.006644167	0.006347891	0.006899984	0.01044388	0.006402	0.007632411	0.008456021	0.007929362	0.011983	0.007871406	0.006351711	0.0106584	0.00697838	0.007182532	0.007316737	0.007181722	0.006447173	0.008293001	0.007117119	0.006801259	0.00675024
28/10/2022 20:05:00	4	0.1009777	0.0922415	0.08932324	0.08727985	0.08847073	0.08509044	0.09355101	0.07647575	0.09277263	0.09092894	0.09156945	0.08321618	0.07352322	0.07653522	0.07044365	0.07090414	0.07423119	0.06371791	0.07703402	0.07027307	0.08077984	0.06497498	0.0898729	0.06654728	0.06802197	0.06117959	0.05968835	0.06526988	0.07699966	0.06346404	0.07049599	0.0697745	0.08272853	0.07315832	0.0757722	0.07595264	0.0720065	0.07079296	0.08590198	0.06999723	0.07440216	0.07163851	0.07236814	0.09111248	0.0778072	0.0707379	0.07226998	0.08212075	0.08331193	0.09605464	0.08065057	0.0837977	0.08533174
28/10/2022 22:05:00	6	0.3317833	0.3104476	0.3063402	0.2959698	0.2955136	0.2900704	0.3134467	0.2621285	0.3101883	0.3042324	0.2968118	0.2651466	0.2566827	0.2618231	0.2495002	0.2526742	0.263084	0.2241884	0.2624251	0.2362867	0.2775895	0.2298204	0.3018021	0.2314148	0.2282233	0.2195539	0.2111857	0.2420388	0.2567968	0.2207553	0.2414813	0.2434736	0.2661524	0.2494109	0.2595969	0.2627121	0.2479643	0.2568453	0.2792041	0.2353196	0.2672407	0.2483868	0.2555097	0.2947921	0.2695988	0.2497877	0.2630498	0.2845043	0.291576	0.3360471	0.2890539	0.2951345	0.2885709
29/10/2022 00:05:00	8	0.8776713	0.851808	0.8452504	0.8128776	0.8217751	0.7867226	0.8428767	0.7124279	0.8279515	0.8074337	0.810046	0.7186879	0.6812857	0.6820379	0.6596341	0.6614026	0.7067754	0.5965545	0.6934252	0.6200346	0.7647169	0.6003473	0.8021608	0.6090137	0.6460599	0.569506	0.5536083	0.6444154	0.6912534	0.5699669	0.628279	0.6491878	0.69965	0.6472589	0.6849163	0.691133	0.6691085	0.6825279	0.7566268	0.6324484	0.7233208	0.6530492	0.6782591	0.8034685	0.7045771	0.669054	0.6913036	0.7561003	0.7785661	0.9076486	0.7866182	0.7936102	0.7814981
29/10/2022 02:05:00	10	2.092677	2.062177	2.018591	1.971505	2.02655	1.898522	2.08486	1.721694	1.98533	1.950931	1.976583	1.748132	1.652143	1.665949	1.619986	1.579944	1.742697	1.426401	1.69198	1.517317	1.850021	1.452834	1.91496	1.484764	1.552696	1.385237	1.363183	1.570545	1.675137	1.388767	1.532259	1.591049	1.68311	1.58394	1.668127	1.631145	1.604217	1.632918	1.65661	1.540409	1.74662	1.574401	1.628211	1.919471	1.684662	1.621036	1.688959	1.808662	1.853817	2.168079	1.895201	1.912549	1.876075
29/10/2022 04:05:00	12	4.127871	4.109513	4.008139	3.942192	4.040713	3.850612	4.148294	3.471047	3.954243	3.930601	3.922356	3.517612	3.395945	3.429024	3.3172	3.222205	3.584919	2.958156	3.448907	3.124649	3.699817	3.016187	3.844154	3.079888	2.993066	2.903275	2.840179	3.243087	3.406075	2.866778	3.163465	3.235642	3.401192	3.263506	3.381711	3.300259	3.333202	3.340784	2.963628	3.163041	3.584723	3.242596	3.326574	3.783525	3.466271	3.367442	3.512033	3.67039	3.750683	4.270562	3.82567	3.840609	3.782636
29/10/2022 06:05:00	14	7.143152	7.036112	6.924053	6.902948	6.999996	6.86265	7.160653	6.179939	6.881725	6.921034	6.85301	6.223614	6.097376	6.101137	5.870601	5.765491	6.291813	5.382276	6.106901	5.640521	6.476634	5.451906	6.786623	5.55476	5.006396	5.272972	5.167818	5.840168	6.090603	5.168912	5.640258	5.763034	6.047379	5.881552	6.002154	5.844522	5.958685	5.930897	4.688827	5.642733	6.369456	5.751345	5.990023	6.54743	6.172233	6.023854	6.300415	6.486822	6.581542	7.295214	6.690254	6.697675	6.641578
29/10/2022 08:05:00	16	11.11405	10.90371	10.81107	10.89697	11.00032	10.90672	11.2957	9.935541	10.80704	11.0115	10.94193	9.978025	9.818362	9.769563	9.369759	9.320828	10.0667	8.779827	9.822159	9.113772	10.3228	8.910439	10.7158	9.011121	7.598122	8.643326	8.483585	9.54064	9.845069	8.548307	9.101756	9.348313	9.750945	9.595899	9.687127	9.451643	9.590885	9.614222	6.792245	9.178933	10.144	9.254025	9.808264	10.27656	9.960771	9.733558	10.25617	10.32947	10.46522	11.38939	10.5588	10.56102	10.61345
29/10/2022 10:05:00	18	15.63831	15.31843	15.49183	15.59009	15.68083	15.77438	16.10337	14.45729	15.47417	15.79768	15.95613	14.46156	14.23101	14.15611	13.70088	13.74375	14.69831	12.94747	14.22972	13.32906	14.84755	13.03536	15.21515	13.31112	10.54181	12.82439	12.58195	14.18198	14.50495	12.83781	13.42409	13.85286	14.17432	14.10246	14.18635	13.75337	14.01055	14.21641	8.997427	13.62116	14.66917	13.61234	14.47294	14.72021	14.62543	14.31524	15.09616	14.87621	15.13852	16.18656	15.23746	15.25631	15.44009
