Vessel Name: 16042020_InCu_KaKr_KK1-58_P2_2
Metric: GFP Integrated Intensity / RFP Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	AC005013.1	ACE2	ACO1	ADAM12	ADAMDEC1	ADAR	ADORA3	AIM2	AKAP2	ALOX5AP	ANKRD22	APOBEC3A	APOBEC3G	APOL1	APOL2	APOL3	APOL4	APOL6	ARAP1	ARL9	ASGR1	ATF3	ATF7IP	ATXN1	BATF	BATF2	BRD3	BST2	C19ORF66	C6ORF100	C9ORF91	CAPN15	CASP1	CBFA2T3	CCL13	CCL2	CCL24	CCL7	CCL8	CCNA1	CCR1	CCR2	CD180	CD274	CD38	CD69	CD80	CEACAM1	CFB	CFHR1	CH25H	CHST2	CLEC5A	CLECL1	CMKLR1	CMPK2	CNP	CTAGE1	CX3CR1	CXCL10	CXCL11	CXCL3	CXCL9	CYP2J2	DCT	DDX58	DDX60	DDX60L	DEFB1	DHX58	DOK1	DOK2	DOK3	DTX3L	DUSP7	EIF2AK2	EMP1	EMR3	ENG	ENPP2	EPHB2	EPSTI1	ETV7	EVI2A	C1 (Mx2)	C2 (STAT1)	C3 (MAVS)	C4 (BST2)	C5 (EIF2AK2)	C6 (RSAD2)	C7 (NTC1)	C8 (NTC2)	C9 (NTC3)	C10 (NTC4)	C11 (NTC5)
16.04.2020 18:25:00	0	0,009867482	0,01138364	0,009348694	0,01104191	0,01275893	0,01229226	0,01113852	0,01414132	0,01377575	0,009286747	0,008514529	0,01154443	0,01208354	0,01039961	0,009518418	0,01297462	0,009620307	0,01126223	0,009719289	0,01436992	0,01492205	0,009539307	0,009505139	0,01088712	0,01155713	0,009544598	0,00899369	0,01426141	0,01337985	0,0106927	0,01142425	0,01127562	0,009747443	0,01044702	0,01146406	0,007974274	0,0101526	0,01023715	0,01075425	0,008807273	0,01148703	0,01197435	0,008463835	0,007731522	0,009182574	0,008356061	0,009098285	0,01359972	0,009846205	0,006157253	0,009659642	0,009676766	0,007755816	0,01023282	0,01088349	0,009762683	0,01030255	0,009354423	0,008996527	0,008844323	0,005613	0,006920223	0,008161674	0,007405646	0,009432545	0,009797522	0,006056976	0,007204568	0,007390922	0,007870534	0,01151508	0,01216587	0,01372142	0,00955728	0,01018794	0,01307209	0,0108815	0,01220525	0,01003152	0,008644736	0,01013901	0,009415093	0,01409997	0,01012629	0,007857535	0,01035551	0,01489907	0,0159393	0,01280405	0,009990347	0,01032736	0,008519061	0,009793561	0,009021042	0,009258597
16.04.2020 21:25:00	3	0,009476203	0,01189121	0,009047728	0,01031513	0,0109095	0,01165868	0,01048688	0,01353865	0,01398189	0,00961014	0,008223423	0,01093699	0,01176364	0,00980525	0,008431275	0,01207848	0,009475057	0,0110026	0,00888721	0,01401989	0,01468136	0,008758096	0,00980574	0,01058645	0,01111727	0,008868185	0,008418083	0,01333194	0,01249937	0,01056006	0,01113808	0,01073611	0,009092768	0,01000028	0,01043863	0,007060631	0,01028094	0,009894318	0,009966636	0,008586456	0,01001991	0,0116891	0,007850631	0,007039638	0,008312692	0,00768068	0,008906644	0,01301191	0,00874382	0,005646077	0,008037625	0,009240643	0,007026781	0,009433148	0,009585952	0,008296819	0,0106106	0,007930419	0,008887799	0,008126224	0,004996479	0,006561951	0,007440144	0,006510013	0,008377926	0,008863173	0,005453699	0,006044603	0,006671718	0,006980937	0,01055381	0,01144008	0,01309136	0,008342548	0,009644012	0,01143251	0,01027618	0,01139073	0,009334536	0,008112074	0,008561034	0,009744256	0,01222681	0,009556992	0,007071134	0,01025428	0,01446287	0,01489926	0,01298416	0,009194979	0,00883466	0,008237727	0,009247423	0,009748997	0,01010634
17.04.2020 00:25:00	6	0,008619943	0,0126343	0,00804185	0,009572769	0,01012259	0,01157957	0,01015607	0,01345803	0,01338423	0,009659741	0,007625217	0,01084202	0,01113584	0,009032933	0,007517729	0,01155545	0,008939459	0,01075188	0,008641124	0,01366036	0,01481943	0,007476255	0,008683886	0,01035106	0,01055881	0,008186988	0,008022512	0,01289162	0,01200657	0,009803608	0,01066095	0,01029281	0,008333838	0,0092722	0,01025258	0,006695535	0,009891089	0,009715245	0,009940928	0,008028775	0,009432724	0,01050282	0,008246821	0,006794081	0,008525375	0,007399543	0,008307613	0,01238965	0,008138704	0,005111668	0,007746741	0,008336019	0,007064383	0,008874209	0,009641552	0,007982098	0,01037812	0,007926938	0,007993822	0,007298977	0,004486865	0,006018846	0,00739494	0,00582508	0,007790322	0,008827141	0,005195105	0,006115573	0,006798823	0,006412693	0,009742271	0,01063258	0,01264476	0,007943944	0,009288711	0,01106561	0,009715913	0,01048883	0,008615457	0,008193548	0,007466892	0,01005847	0,01159487	0,009025231	0,006881525	0,009622331	0,0142401	0,01464021	0,01233595	0,008932696	0,007769211	0,007849211	0,00868133	0,009084617	0,009251808
17.04.2020 03:25:00	9	0,009127683	0,01297959	0,008006946	0,01037798	0,01087588	0,01158558	0,01070862	0,01333727	0,01385622	0,01131941	0,007313547	0,01119101	0,01110238	0,008561602	0,007253429	0,01206396	0,009095987	0,01122596	0,008824099	0,01410712	0,01516763	0,007236076	0,008543364	0,0098986	0,0100272	0,008265662	0,008305623	0,01292912	0,01141208	0,009343978	0,01099777	0,01014792	0,007931786	0,009134252	0,01077802	0,006568453	0,01069549	0,009774234	0,009215227	0,007188411	0,009301373	0,0104239	0,008709536	0,006551528	0,008268717	0,007452817	0,008498115	0,0117819	0,008642943	0,004936863	0,007679408	0,007486005	0,008171701	0,009351885	0,009564374	0,00852635	0,01072762	0,008016956	0,00784268	0,007341748	0,004431457	0,005832548	0,008560494	0,006275342	0,008297359	0,008757137	0,004948494	0,006388051	0,006987198	0,006159482	0,01008573	0,01074177	0,01189159	0,007802728	0,008780181	0,01085861	0,01001393	0,01002591	0,008364207	0,008200578	0,007476637	0,01115891	0,01134902	0,009329389	0,007150971	0,008834776	0,01442242	0,01563613	0,0126705	0,008767368	0,007713802	0,007819482	0,008642941	0,00887447	0,008285292
17.04.2020 06:25:00	12	0,0093969	0,01408104	0,00805444	0,01169913	0,01115429	0,01224265	0,01331122	0,01312647	0,01415167	0,01438835	0,007631834	0,01304712	0,01223571	0,009048717	0,007954182	0,01295311	0,01044306	0,0122275	0,009983305	0,01595168	0,01540652	0,009053458	0,00986567	0,01155632	0,0103299	0,008347668	0,008652282	0,01368317	0,01225435	0,01001603	0,01218226	0,01164154	0,008324813	0,01112949	0,01236734	0,007562403	0,01345673	0,01134652	0,01020211	0,008355361	0,01182469	0,01119803	0,01210115	0,008026445	0,009613199	0,009051594	0,009412901	0,01281965	0,009881794	0,005340497	0,007656657	0,008169013	0,01107019	0,009881346	0,0107518	0,009476267	0,01185198	0,008602055	0,007878321	0,008402705	0,005012775	0,006400566	0,01090736	0,007150554	0,00942884	0,009808625	0,005838593	0,007406546	0,008458657	0,006734272	0,01080673	0,01094991	0,01237712	0,009475018	0,009986437	0,01188222	0,01030038	0,01039248	0,009285234	0,008883798	0,007833834	0,01312518	0,01200858	0,009585156	0,00727195	0,009333204	0,0163702	0,01826919	0,01444101	0,009837165	0,008597039	0,008322721	0,009662529	0,01033951	0,00822085
17.04.2020 09:25:00	15	0,01167538	0,01712005	0,01150169	0,01537453	0,01291587	0,01447794	0,0183422	0,01490927	0,01664167	0,01908752	0,009738443	0,01722645	0,01524799	0,01168787	0,01116481	0,01743346	0,01513231	0,01696775	0,01406033	0,02028707	0,01846813	0,01394406	0,0120534	0,01511055	0,01185654	0,01057648	0,01158321	0,01555816	0,01521208	0,01158589	0,01466308	0,01506748	0,0106704	0,01477281	0,01817227	0,009861942	0,01631992	0,0146194	0,01237733	0,01059066	0,01893586	0,01233736	0,01892762	0,01269836	0,01356872	0,01443858	0,01265764	0,01622235	0,01374908	0,007438526	0,009325769	0,01072649	0,01575949	0,01223253	0,01471795	0,01261707	0,01522501	0,01142008	0,01032231	0,01081105	0,007774393	0,008334753	0,01587327	0,009528333	0,01319578	0,01316892	0,008612976	0,01078203	0,01317619	0,008455046	0,01324002	0,01310527	0,01344126	0,01332984	0,01366396	0,01384885	0,01199909	0,01218195	0,0111256	0,01215064	0,009299466	0,0170515	0,01764639	0,01219138	0,009204353	0,01170719	0,02081333	0,02162836	0,01811741	0,01255691	0,01028922	0,01103199	0,01337664	0,01398794	0,01059987
17.04.2020 12:25:00	18	0,01717375	0,02523655	0,01907283	0,02277384	0,01875837	0,02129585	0,02616296	0,02024789	0,02415816	0,03006629	0,0148122	0,02850531	0,02162609	0,0193322	0,01832828	0,02712212	0,02453812	0,02650033	0,02350639	0,02806885	0,0249244	0,02531255	0,01967341	0,02440722	0,01698532	0,01647723	0,01877619	0,02121398	0,02228954	0,01758193	0,02116682	0,02222738	0,01689873	0,02396325	0,03212397	0,01630439	0,02177693	0,02286914	0,01869453	0,01839139	0,0304993	0,016302	0,0318797	0,02415401	0,02300998	0,02613687	0,02225611	0,02319217	0,02188815	0,01204176	0,01361094	0,01689496	0,02495181	0,01813846	0,02345674	0,01982552	0,02223778	0,01957153	0,01540735	0,01608845	0,01577321	0,01396346	0,02580578	0,01662763	0,02147985	0,02228639	0,0155454	0,01823591	0,02455492	0,0139403	0,01873981	0,01816831	0,01675814	0,02287793	0,02326041	0,01929235	0,01765197	0,01680853	0,01818724	0,01942413	0,01436401	0,02593202	0,02595869	0,01698778	0,01279218	0,01923893	0,03067387	0,03232646	0,02666133	0,01909508	0,01719924	0,01932603	0,0232767	0,02182166	0,01696471
17.04.2020 15:25:00	21	0,0316818	0,04409849	0,03680262	0,03819921	0,03102267	0,034662	0,03901386	0,0322726	0,04096884	0,04610241	0,02773211	0,05370385	0,03616897	0,03773717	0,03512017	0,05000049	0,04113973	0,04572394	0,04349465	0,04386654	0,04208163	0,05067529	0,03721589	0,04367135	0,02720885	0,03196452	0,03260248	0,03390822	0,03848134	0,03136258	0,03617853	0,03805195	0,03296264	0,04481834	0,05930715	0,02963018	0,03444478	0,04078776	0,0342114	0,03709007	0,05216018	0,02582707	0,05378777	0,05097719	0,04090174	0,05040212	0,04227287	0,03932411	0,0372804	0,02300731	0,02369094	0,03282529	0,03935618	0,02953709	0,04390617	0,03428141	0,03754749	0,03570972	0,0286299	0,02948389	0,03504303	0,02803124	0,05133764	0,03380425	0,03974544	0,04390012	0,03256944	0,035801	0,04887642	0,02899045	0,03268011	0,02915679	0,02546276	0,04448528	0,04556825	0,0332839	0,03175057	0,0285203	0,03228386	0,03512676	0,02471702	0,04365239	0,04059421	0,03015779	0,02108845	0,03998334	0,04825038	0,04891311	0,04544987	0,0351761	0,03248167	0,03951371	0,0450963	0,04133905	0,03195235
17.04.2020 18:25:00	24	0,06254128	0,07538055	0,07321149	0,06276424	0,05364719	0,06210726	0,06653166	0,0586445	0,07804143	0,07519101	0,05426784	0,09642889	0,06516982	0,07233609	0,06715187	0,09054374	0,08184329	0,07884127	0,0876395	0,08041888	0,07996561	0,1033021	0,06849537	0,07929049	0,0485973	0,06136358	0,0603135	0,0556571	0,06709173	0,06556015	0,06634794	0,06853007	0,06953122	0,09474366	0,1086245	0,05055583	0,05890191	0,07845742	0,0642892	0,07597034	0,09087997	0,04745686	0,09584363	0,09616153	0,082044	0,0964163	0,07390562	0,06815441	0,07417868	0,04687323	0,0463673	0,06750304	0,07768966	0,05809548	0,0755382	0,06588366	0,06870964	0,0713753	0,05659774	0,0576018	0,07687841	0,05785398	0,09582686	0,07163366	0,08029956	0,09166577	0,06706116	0,06926908	0,09363495	0,06125191	0,06483509	0,05366584	0,04580603	0,08725525	0,08304642	0,06239098	0,06110297	0,0536695	0,06370641	0,06664017	0,04844653	0,07289471	0,07866665	0,05934714	0,03844969	0,08421083	0,08331497	0,08061629	0,08091354	0,07710859	0,06417193	0,08174547	0,08625185	0,08262794	0,07087245
17.04.2020 21:25:00	27	0,1128602	0,1233568	0,1381346	0,1111277	0,09311698	0,09906125	0,1140092	0,1096056	0,1504307	0,1240609	0,09954858	0,1586202	0,1152403	0,1416377	0,1274635	0,1664374	0,1511714	0,1385519	0,1515158	0,1421575	0,1554037	0,1809039	0,1258776	0,145251	0,08612863	0,1182094	0,1144659	0,09919244	0,1191956	0,1302934	0,1176861	0,1237051	0,1389957	0,150124	0,1654629	0,09143512	0,119063	0,1354986	0,121002	0,1503677	0,1606658	0,0969547	0,1833041	0,1855329	0,1512587	0,1841539	0,1287868	0,1080467	0,1433802	0,09546527	0,08667562	0,1240028	0,1500153	0,1075101	0,1564839	0,1169642	0,1235592	0,1362184	0,1078303	0,1063644	0,1538944	0,1172141	0,1635261	0,1337212	0,1423384	0,1705142	0,1406548	0,1268	0,1723187	0,1140628	0,1305123	0,0999687	0,08846617	0,1646233	0,1432966	0,1214364	0,1088803	0,1040633	0,1237786	0,1281084	0,08959813	0,1234501	0,147888	0,1185113	0,06662678	0,1595268	0,1430707	0,1173934	0,1425714	0,1418154	0,1276766	0,1536415	0,1505155	0,1558256	0,1154137
