Vessel Name: 25042020_InCu_KaKr_KK1-61_P7_3
Metric: RFP Integrated Intensity / GFP Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	AC005013.1	ACO1	ADAM12	ADAMDEC1	ADAR	ADORA3	AIM2	AKAP2	ALOX5AP	ANKRD22	APOBEC3A	APOBEC3G	APOL1	APOL2	APOL3	APOL4	APOL6	ARAP1	ARL9	ASGR1	ATF3	ATF7IP	ATXN1	BATF	BATF2	BRD3	C19orf66	C6orf100	C9orf91	CAPN15	CASP1	CBFA2T3	CCL13	CCL2	CCL24	CCL7	CCL8	CCNA1	CCR1	CCR2	CD180	CD274	CD38	CD69	CD80	CEACAM1	CFB	CFHR1	CH25H	CHST2	CLEC5A	CLECL1	CMKLR1	CMPK2	CNP	CTAGE1	CX3CR1	CXCL10	CXCL11	CXCL3	CXCL9	CYP2J2	DCT	DDX58	DDX60	DDX60L	DEFB1	DHX58	DOK1	DOK2	DOK3	DTX3L	DUSP7	EMP1	EMR3	ENG	ENPP2	EPHB2	EPSTI1	ETV7	EVI2A	Mx2	STAT1	MAVS	BST2	EIF2AK2	RSAD2	NTC1	NTC2	NTC3	NTC4	NTC5
25.04.2020 18:10:00	0	1.53463e-05	1.684314e-05	2.030916e-05	2.330141e-05	2.292188e-05	1.930272e-05	2.087503e-05	2.203391e-05	5.999877e-05	0.0005904693	1.741999e-05	8.745817e-05	1.774778e-05	0.0006541657	0.0001945371	1.924742e-05	0.0007769725	1.896566e-05	2.161377e-05	2.145445e-05	2.01698e-05	2.35993e-05	5.906394e-05	1.934018e-05	1.67559e-05	1.97632e-05	4.731372e-05	6.53714e-05	2.04322e-05	7.394709e-05	0.000203585	4.776748e-05	2.336033e-05	2.498759e-05	2.159993e-05	2.634235e-05	2.168727e-05	0.0002990705	1.838644e-05	1.759155e-05	2.09357e-05	5.49245e-05	0.0001128808	2.313554e-05	2.072599e-05	2.410462e-05	6.824605e-05	8.689349e-05	1.687539e-05	6.898541e-05	1.543744e-05	1.700374e-05	1.615303e-05	8.790628e-05	0.0001697922	4.111663e-05	1.892849e-05	2.255582e-05	2.072314e-05	2.022077e-05	5.615432e-05	0.0002896546	6.376661e-05	1.451422e-05	1.751448e-05	2.435637e-05	0.001255863	9.697425e-05	1.957713e-05	1.966934e-05	2.248223e-05	1.753722e-05	1.737482e-05	1.761834e-05	0.0001461073	0.0003960216	0.000306232	0.0001038595	1.824573e-05	2.052701e-05	4.199058e-05	1.847241e-05	7.400259e-05	0.0007230333	2.025539e-05	1.805155e-05	2.00804e-05	1.744529e-05	1.819356e-05	1.822577e-05	2.212203e-05	2.693391e-05
25.04.2020 21:10:00	3	4.940202e-05	1.757085e-05	1.940566e-05	2.019145e-05	2.088297e-05	1.997862e-05	2.034328e-05	1.925043e-05	4.982325e-05	0.0005314584	1.527472e-05	8.213104e-05	1.697349e-05	0.0006068102	0.0001881145	2.11211e-05	0.000711327	1.911798e-05	2.055334e-05	1.977244e-05	1.964966e-05	2.335154e-05	5.531512e-05	1.973988e-05	1.598107e-05	2.184818e-05	3.859882e-05	5.896051e-05	1.757708e-05	1.986804e-05	0.0001894147	4.585747e-05	2.150796e-05	2.237843e-05	4.442274e-05	1.961727e-05	1.970515e-05	0.0002739185	1.786175e-05	1.8212e-05	1.991645e-05	5.034999e-05	9.754441e-05	2.098936e-05	1.999753e-05	2.26538e-05	6.776206e-05	7.555947e-05	1.683813e-05	6.916252e-05	1.749865e-05	1.688619e-05	1.533024e-05	5.009736e-05	0.0001273229	3.816775e-05	1.852643e-05	2.095275e-05	2.067336e-05	2.091975e-05	5.479182e-05	0.0002756149	7.198172e-05	1.649229e-05	1.777589e-05	2.192607e-05	0.001250687	9.946463e-05	1.770924e-05	1.803388e-05	1.924234e-05	1.690275e-05	1.719487e-05	1.921645e-05	4.275011e-05	0.0004372761	0.0002957894	2.004627e-05	7.653875e-05	2.022346e-05	1.812674e-05	1.940512e-05	6.909866e-05	0.0005773501	1.895285e-05	1.841062e-05	1.911403e-05	1.633301e-05	1.725229e-05	1.822247e-05	2.06912e-05	2.460415e-05
26.04.2020 00:10:00	6	5.187903e-05	1.857482e-05	2.236053e-05	2.15852e-05	2.2635e-05	5.247265e-05	2.119112e-05	2.071938e-05	2.242869e-05	0.000507891	1.731878e-05	8.074813e-05	1.905253e-05	0.0004773742	0.0001650205	2.029406e-05	0.0005106711	8.716551e-05	2.230974e-05	2.372334e-05	2.07925e-05	2.378365e-05	5.350637e-05	2.024086e-05	1.849135e-05	2.272532e-05	6.29638e-05	6.195551e-05	1.830416e-05	2.135308e-05	0.0001722693	4.058684e-05	2.216657e-05	0.0001001105	7.990776e-05	2.021187e-05	2.059066e-05	0.000260113	1.870771e-05	7.287299e-05	1.841523e-05	4.981056e-05	9.699808e-05	2.183034e-05	9.594139e-05	2.386956e-05	6.525905e-05	7.315164e-05	1.985351e-05	6.276522e-05	1.768765e-05	1.816635e-05	1.648373e-05	5.087693e-05	0.0001476167	7.837593e-05	2.082079e-05	2.193038e-05	2.04552e-05	2.050262e-05	8.933579e-05	0.0002590247	0.0001404729	1.656239e-05	1.78609e-05	2.400503e-05	0.001205889	0.000109976	1.942457e-05	2.106164e-05	6.381062e-05	1.829034e-05	1.867985e-05	1.90484e-05	8.40982e-05	0.0004322605	0.0002977499	6.128565e-05	7.78273e-05	7.430676e-05	2.023456e-05	1.86985e-05	0.0001689683	0.0004954456	1.935118e-05	0.0002145991	2.092389e-05	3.002308e-05	1.829039e-05	1.842737e-05	2.165452e-05	0.000105834
26.04.2020 03:10:00	9	0.000318162	0.0003630086	0.0003769712	0.0004127156	0.0003983657	0.0004692173	0.0003310308	0.0003666352	0.0003496899	0.0005571013	0.000256684	0.0006082054	0.0008993064	0.0009788333	0.0009232878	0.000462591	0.001035324	0.0004546117	0.0004686966	0.0004089982	0.0009032964	0.0005085719	0.0001580566	0.001014608	0.0005965156	0.0004451224	0.0005718993	0.0008764902	0.0005062407	0.000466303	0.0005432774	0.0006770825	0.0003681753	0.001086398	0.0005641818	0.0005543718	0.001088877	0.00109025	0.000849841	0.0008367689	0.0005955041	0.0006804938	0.000609518	0.0006465612	0.0008669479	0.0003399168	0.0008537476	0.0004377042	0.0006592487	0.0005669486	0.001032026	0.0007112077	0.0004919848	0.0009288968	0.0003368384	0.001339964	0.000702469	0.0005741423	0.0005030017	0.0006748033	0.0008053983	0.0006309671	0.0006474527	0.0003277576	0.0005058128	0.0007002573	0.001446367	0.0007188046	0.0003406668	0.000364954	0.0002734645	0.001003458	0.0004532444	0.0007064386	0.0008182822	0.001378213	0.0007829817	0.0007701892	0.0006754847	0.001415674	0.0005032565	0.000273137	0.001169837	0.0006575168	0.0005189538	0.004431734	0.0004710608	0.0004574433	0.0003498906	0.0005187767	0.0008328559	0.0004929168
26.04.2020 06:10:00	12	0.002171683	0.00239237	0.002371416	0.001867271	0.002930172	0.002609652	0.001829336	0.001826211	0.002304677	0.0026479	0.001939658	0.003233283	0.006074323	0.004198242	0.004367824	0.003842947	0.003268139	0.003100335	0.002978768	0.003900927	0.004109027	0.003706138	0.002407294	0.003117495	0.003491463	0.003904744	0.002923305	0.004513791	0.00374176	0.004558954	0.003482038	0.00285782	0.003819729	0.003155479	0.00266481	0.003891938	0.005771949	0.004100276	0.003812405	0.003848867	0.004459514	0.004454849	0.003678123	0.004365571	0.003170509	0.003075384	0.00459624	0.003130123	0.003700571	0.003846799	0.004962018	0.003110148	0.003030925	0.004868839	0.003806461	0.005074674	0.004225459	0.003627704	0.003653208	0.004536266	0.004436679	0.003821881	0.004141957	0.003954593	0.002897321	0.004006517	0.006065322	0.003640822	0.003471001	0.002274319	0.002031807	0.005170077	0.003106016	0.004244245	0.003520262	0.005272797	0.004436995	0.004166263	0.004185095	0.005777849	0.003443387	0.002183298	0.006390573	0.002981545	0.002254052	0.01394034	0.001852105	0.002598318	0.002348524	0.002917794	0.003499663	0.003324306
26.04.2020 09:10:00	15	0.006280735	0.006801844	0.005739706	0.005187121	0.007190115	0.006357084	0.005328413	0.005067918	0.005799962	0.006111364	0.005418867	0.01004095	0.01350529	0.01037583	0.0114749	0.01024088	0.007836184	0.007805689	0.007951266	0.009815522	0.01109803	0.009678898	0.005950033	0.008934694	0.009909951	0.01082204	0.01031638	0.01003301	0.009903391	0.0104919	0.00925586	0.008836381	0.01030225	0.009011319	0.007185144	0.01131922	0.01502088	0.009956351	0.01153552	0.01103057	0.01141939	0.01226284	0.01066743	0.01231049	0.009147385	0.0069893	0.01090582	0.008854667	0.009995224	0.01229042	0.01328545	0.01048104	0.009144081	0.01349443	0.008834245	0.01258091	0.01124955	0.00825708	0.01024261	0.0110196	0.01216038	0.01131879	0.01040135	0.01024526	0.00821208	0.01034042	0.01196076	0.01087852	0.00971269	0.005885025	0.005046498	0.01302984	0.009610465	0.01136153	0.008706019	0.01347914	0.01226191	0.01207752	0.01111513	0.01380619	0.008553886	0.007003988	0.01716853	0.009605772	0.006599073	0.02859337	0.005761428	0.00769889	0.007352926	0.007592324	0.00877803	0.007970312
26.04.2020 12:10:00	18	0.01236369	0.01388709	0.0110367	0.01135829	0.01466346	0.0128771	0.01013375	0.009332111	0.01165317	0.01222553	0.01010493	0.01932967	0.02494938	0.01797328	0.02197742	0.02078336	0.01489713	0.01467358	0.0151632	0.0180286	0.02017003	0.02000466	0.01197985	0.01704533	0.01736369	0.01977349	0.02008555	0.01811312	0.01914976	0.02018019	0.01669743	0.0185727	0.01950472	0.01800798	0.01375273	0.02058096	0.02898021	0.01903774	0.02110723	0.0215855	0.02242861	0.02135069	0.02134954	0.02317594	0.02000877	0.01274821	0.01913244	0.01639578	0.02126463	0.02459821	0.02366037	0.02033655	0.01872698	0.02399515	0.01599453	0.02408524	0.0200338	0.01587186	0.01736383	0.02120862	0.02336605	0.0203244	0.01823694	0.02030452	0.01570593	0.02149444	0.02189564	0.02166349	0.01690206	0.01129233	0.01083421	0.02447457	0.01906179	0.02115938	0.01672157	0.0251051	0.02215782	0.02282539	0.02241509	0.02462098	0.01660652	0.01333814	0.03518179	0.01972159	0.01290295	0.04478773	0.01130514	0.0139693	0.01477457	0.01387832	0.01666345	0.01527558
26.04.2020 15:10:00	21	0.01991559	0.02223339	0.01779406	0.01800327	0.02393894	0.02022516	0.01550304	0.01474506	0.0202256	0.02110627	0.01569601	0.03098985	0.03764705	0.02774331	0.03334705	0.03418442	0.02372969	0.02344058	0.02221536	0.02935273	0.03102742	0.03193628	0.01900782	0.02683208	0.02639095	0.03091297	0.03214136	0.02784826	0.028919	0.03041123	0.02788835	0.03118502	0.02975111	0.02729296	0.0213866	0.03061627	0.04483852	0.02998304	0.0307848	0.03518303	0.03591612	0.03226511	0.03393346	0.03561777	0.03390707	0.01859152	0.02936029	0.02513239	0.03384379	0.03757971	0.03526232	0.031944	0.03032416	0.03589118	0.02485703	0.03743451	0.02930032	0.02347095	0.02635095	0.03307321	0.03709616	0.03324214	0.02969609	0.03395475	0.02535528	0.03311637	0.03523939	0.03390556	0.02560401	0.01803847	0.01789115	0.03694565	0.03114301	0.03245432	0.02691814	0.03988724	0.03400846	0.03500653	0.03577165	0.03777403	0.02535775	0.01922383	0.06305875	0.03495195	0.02099665	0.05997506	0.01865576	0.0219019	0.02450066	0.02171251	0.02584457	0.02296159
26.04.2020 18:10:00	24	0.02840308	0.03099312	0.02408853	0.02553846	0.03409086	0.0295306	0.02166305	0.02177231	0.0291612	0.0298563	0.02213223	0.04195784	0.05055631	0.03907663	0.04442963	0.04856016	0.03316656	0.0315562	0.02793716	0.04053471	0.04146625	0.04451163	0.02516102	0.03651869	0.03499133	0.04206747	0.04420249	0.0370738	0.03777578	0.04041461	0.04020392	0.04202291	0.04053197	0.03750431	0.02926792	0.04071426	0.06136183	0.04171329	0.03992834	0.0485029	0.04889828	0.04261319	0.04823926	0.04722197	0.04894916	0.02499687	0.03962908	0.03413701	0.04804602	0.05060589	0.04661473	0.04375796	0.04245793	0.04765723	0.03265078	0.04935473	0.03920195	0.03236413	0.03636124	0.04411355	0.0497402	0.04553293	0.04124814	0.05116133	0.03378982	0.044583	0.04782511	0.04564366	0.03437306	0.02473949	0.02430511	0.04842523	0.0416352	0.04344862	0.03720655	0.05443854	0.04561749	0.04726316	0.0486257	0.05004791	0.03523882	0.02552936	0.0984819	0.05245789	0.02904154	0.07116849	0.02560717	0.03010665	0.03543645	0.02897089	0.0354857	0.03128669
26.04.2020 21:10:00	27	0.03656315	0.03896073	0.0300675	0.03172366	0.04334429	0.03652631	0.02686021	0.02777603	0.03754271	0.0371879	0.02813408	0.05202403	0.06161769	0.0482103	0.05228557	0.0610885	0.04350616	0.0389543	0.03310525	0.04945366	0.04953572	0.05750097	0.03042535	0.04330284	0.04147798	0.0512315	0.05366571	0.04581535	0.04387028	0.04872523	0.05081014	0.05046972	0.04825349	0.04740411	0.03680478	0.04857068	0.07497691	0.05148739	0.04786931	0.05887613	0.05924823	0.05377855	0.05949903	0.05744941	0.06224161	0.03023871	0.04762572	0.04174703	0.05921421	0.06170668	0.05506521	0.05219596	0.05159829	0.05776434	0.03868718	0.05980529	0.04726101	0.03925765	0.04379953	0.05306746	0.06189797	0.05575887	0.0500613	0.07190148	0.04197641	0.05362769	0.05762824	0.05619209	0.04076442	0.03039165	0.02904328	0.05769253	0.05108362	0.0514553	0.04308724	0.06600857	0.05615298	0.05683873	0.05857131	0.06047703	0.04403006	0.03058975	0.1389003	0.07322166	0.03609111	0.07423943	0.03155501	0.03790116	0.04505423	0.03440991	0.04345858	0.03819319
