Vessel Name: 28-10-2022_KaKr_KK1-82_Screen_S4/4-B4/5_P5_12
Metric: GFP  Integrated Intensity / RFP  Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	SSB	ST14	STAB1	STAP1	STAT1	STAT2	TAP1	TAP2	TDO2	TDRD7	TIFA	TLR3	TLR7	TMEM140	TMEM217	TMEM62	TNFRSF1B	TNFSF10	TNFSF13B	TNFSF18	TNFSF8	TRAF3IP3	TRANK1	TRIM21	TRIM22	TRIM25	TRIM38	TRIM5	TRIM69	TYMP	UBA7	UBN2	UBQLNL	VCAN	WARS1	XAF1	ZADH2	ZBP1	ZBTB48	ZC3HAV1	ZMAT3	ZNF44	ZNF516	ZNFX1	NTC1	NTC2	NTC3	NTC4	NTC5	C1 (Mx2)	C2 (STAT1)	C3 (MAVS)	C4 (BST2)	C5 (EIF2AK2)	C6 (RSAD2)	NTC1	NTC2	NTC3	NTC4	NTC5
28/10/2022 16:05:00	0	0.005452757	0.006332196	0.008404912	0.005228211	0.004592689	0.007712661	0.005103816	0.005307539	0.004406159	0.004567826	0.00437005	0.005473101	0.005949257	0.006139599	0.00692715	0.005928422	0.007528217	0.005482372	0.008654133	0.006375937	0.00331316	0.005039832	0.005534844	0.005884205	0.006536574	0.007065661	0.007029938	0.006886815	0.00471665	0.005171271	0.003167428	0.003726378	0.004635187	0.005944828	0.008151908	0.008357327	0.00916832	0.00801157	0.006691239	0.00553113	0.005987444	0.005058048	0.008893374	0.008274009	0.006454023	0.006352485	0.005467992	0.00792578	0.007052352	0.004571852	0.00477161	0.002519997	0.004890089	0.003828723	0.002398474	0.002706743	0.003943684	0.002741435	0.004087095	0.002399264
28/10/2022 18:05:00	2	0.004489578	0.004579264	0.007130347	0.004154513	0.003756363	0.006250738	0.00389118	0.004897166	0.00470697	0.00356934	0.003552444	0.005327374	0.005672762	0.004877764	0.005510833	0.004196987	0.006759365	0.004266065	0.007902604	0.005363397	0.002782443	0.003108467	0.004838285	0.005066652	0.005919647	0.005913502	0.005879512	0.004689849	0.0041043	0.004254637	0.002691251	0.003155001	0.004181084	0.003975688	0.007431121	0.006786719	0.005867482	0.006124895	0.004873582	0.004028863	0.005143339	0.004746193	0.005741888	0.005599678	0.00439686	0.005807405	0.004183019	0.007572212	0.004974777	0.003194328	0.004080032	0.002429194	0.004323694	0.003517783	0.00213754	0.002480542	0.003074299	0.002214736	0.003100448	0.002375497
28/10/2022 20:05:00	4	0.02436117	0.03112663	0.03707612	0.03857101	0.0330766	0.02858108	0.02480699	0.03414723	0.03088135	0.03700511	0.03063788	0.0364071	0.02926622	0.02296149	0.02374065	0.02592197	0.02538491	0.02055007	0.01948697	0.02098151	0.02147432	0.02189748	0.022848	0.02798894	0.02611937	0.02687958	0.02308039	0.01927957	0.02554589	0.02258428	0.01996039	0.02559524	0.02389927	0.02929521	0.02824276	0.02459242	0.02622939	0.02540183	0.02357564	0.0218874	0.02367131	0.02429808	0.02458949	0.02451517	0.02384597	0.03092087	0.03486098	0.02822767	0.02689873	0.04391419	0.03294573	0.02765189	0.02212863	0.02871931	0.03501872	0.02757044	0.03054486	0.02842144	0.03033804	0.02882175
28/10/2022 22:05:00	6	0.4489144	0.6054964	0.6788599	0.6829668	0.6542209	0.5151288	0.5116462	0.6749709	0.5746967	0.7029805	0.6186956	0.5782695	0.526083	0.4550633	0.462729	0.5206051	0.46694	0.4176536	0.3441765	0.426964	0.4319313	0.468402	0.4688394	0.529466	0.5206237	0.4859116	0.4414778	0.3885708	0.4859337	0.4486241	0.4225352	0.5083792	0.4460053	0.5371338	0.5412624	0.4628346	0.4644871	0.4845181	0.4568718	0.4262943	0.4715731	0.4649338	0.4699667	0.474642	0.508243	0.571924	0.6544116	0.511039	0.5254247	0.7477298	0.5966659	0.5656244	0.4645098	0.6054806	0.6050407	0.5617707	0.5813285	0.5744539	0.6112114	0.609118
29/10/2022 00:05:00	8	2.283577	2.877005	3.159348	3.256213	3.180397	2.561079	2.583129	3.180093	2.745839	3.292492	2.949001	2.725082	2.603678	2.430081	2.408449	2.698373	2.422995	2.22982	1.864041	2.251953	2.24346	2.431501	2.448656	2.574983	2.605616	2.514141	2.293032	2.138638	2.464798	2.319618	2.28582	2.588736	2.376419	2.666371	2.770843	2.441486	2.458228	2.591129	2.543995	2.313376	2.466264	2.468905	2.467613	2.505078	2.673378	2.748826	3.181569	2.616487	2.717438	3.428664	2.963481	2.976066	2.418052	3.064994	2.904675	2.837878	2.886644	2.843538	3.095737	3.02543
29/10/2022 02:05:00	10	6.570501	7.659517	8.376466	8.751479	8.692479	7.288309	7.305711	8.438135	7.463451	8.610423	7.893119	7.292227	7.307435	7.113643	7.038884	7.700254	7.070143	6.665633	5.745863	6.541599	6.521049	7.064921	7.02828	7.005453	7.510011	7.130946	6.696565	6.516635	7.162714	6.911133	6.860088	7.315515	7.072695	7.496697	7.817105	7.294548	7.230514	7.640984	7.564938	7.049066	7.392541	7.398786	7.334009	7.442253	7.771914	7.557937	8.707168	7.605723	7.935861	9.007956	8.190506	8.525716	7.027013	8.540379	7.852376	8.036757	7.99298	7.921136	8.581835	8.369878
29/10/2022 04:05:00	12	12.49954	14.30847	15.54733	16.14538	16.34755	13.93081	14.07648	15.67817	14.12622	15.9135	14.84557	13.76062	13.97081	13.92035	13.8166	14.68653	13.60033	13.01622	11.50393	12.79086	12.78444	13.69096	13.58623	13.29646	14.29218	13.7679	13.0384	12.90591	13.92077	13.64983	13.57772	14.12777	13.69742	14.28926	14.59044	14.34164	14.07184	14.79256	14.79308	14.07069	14.50247	14.41776	14.16453	14.42714	15.00837	14.25533	16.25217	14.84727	15.37457	16.48808	15.38165	16.46068	13.7449	16.42348	14.74884	15.2663	15.26442	15.02753	16.01107	15.74492
29/10/2022 06:05:00	14	19.68136	22.46625	23.92762	25.19901	25.81862	22.49237	22.67113	24.64266	22.693	24.88028	23.78079	22.37666	22.56786	22.56774	22.64658	23.60202	22.08735	21.03491	19.11314	21.23456	21.08434	22.32029	22.07817	21.32269	22.92764	22.39038	21.27036	21.28075	22.57669	22.42724	22.3138	22.91714	22.09103	22.54104	22.57524	23.3993	22.86182	23.75736	23.8386	23.107	23.33265	23.47642	22.517	22.99274	24.11241	22.60452	25.30375	24.27317	24.73925	25.37964	24.02545	26.06553	21.92103	26.271	23.45684	24.22197	24.27691	23.9273	24.87032	24.65573
29/10/2022 08:05:00	16	27.51724	31.42854	32.69727	34.64416	35.79371	32.14651	32.41714	34.28507	32.43669	34.36272	33.696	32.35413	32.0102	32.1761	32.74445	33.3199	31.80369	30.05768	28.27935	31.03322	30.74573	32.05222	31.66913	30.53081	32.15168	31.86253	30.6871	30.82291	32.1452	32.31674	32.38466	32.8479	31.48588	31.50065	31.25695	33.58875	32.57961	33.55301	33.58667	33.45069	32.74598	33.37152	31.55728	32.44404	33.79626	31.99696	34.64153	34.54891	34.79035	34.28202	33.14454	36.11658	30.71077	36.633	32.65791	33.76154	33.70508	33.42456	33.92083	33.77977
29/10/2022 10:05:00	18	34.70341	39.6811	40.61559	42.72995	44.78584	40.86957	41.16661	42.75092	41.22655	42.82616	42.29812	41.55347	40.23648	40.65076	41.54874	42.05447	40.61916	38.22207	36.92921	39.69998	39.35265	40.67902	40.26345	39.0883	40.02259	39.9433	39.56278	39.32277	40.81985	41.42871	41.39067	41.79932	39.83498	39.86401	39.38443	42.77054	41.29695	42.2855	42.16459	42.97086	41.27298	41.97031	39.81989	40.87494	42.25336	40.50537	42.79044	43.59486	43.76969	41.93285	40.88288	44.51076	38.66796	45.25212	40.76615	41.97264	41.80895	41.57476	41.67058	41.69659
