Vessel Name: 31-07-2020_KaKr_Screen_P3_4
Metric: SARS-CoV-2  Integrated Intensity / A549-mRFP  Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr_SARS-CoV-2_DEFv9(TopH)

Date Time	Elapsed	MSR1	MT1H	MT1HL1	MT1M	MT2A	MX1	MX2	MYCL	MYD88	NCOA7	NEXN	NKX3-1	NMI	NT5C3A	NUPR1	OAS1	OAS2	OAS3	OASL	OGFR	P2RY14	PALM2-AKAP2	PAQR8	PARP10	PARP11	PARP12	PARP14	PARP9	PCDH17	PDCD1LG2	PDZD2	PGAP1	PHF11	PID1	PIWIL4	PLEKHA4	PLSCR1	PLXDC2	PMAIP1	PNPT1	POLD1	POLI	PSMB8	RASA2	RASGEF1B	RASGRP3	RGL1	RGS1	RHBDD2	RIN2	RNF213	RTCB	RTP4	RUFY4	S100A4	SAMD9	SAMD9L	SAMHD1	SDS	SECTM1	SLAMF7	SLC11A1	SLC15A3	SLC16A10	SLC1A5	SLC25A28	SLFN12L	SLFN5	SOCS1	SP100	SP110	SREK1IP1	Mx2	STAT1	MAVS	BST2	EIF2AK2	RSAD2	NTC1	NTC2	NTC3	NTC4	NTC5
31/07/2020 17:07:00	0	0.008181771	0.007907752	0.0005029577	0.006859061	0.0008467512	0.001510207	0.007628791	0.001573442	0.005256046	0.003426661	0.001711202	0.00412347	0.00667017	0.0057493	0.005080583	0.003483245	0.003033689	0.002908695	0.002023134	0.001889637	0.002829638	0.001100424	0.002636678	0.00182925	0.002102045	0.001739883	0.001697951	0.00120324	0.000458771	0.004153756	0.002113898	0.000360782	0.0006853798	0.00559246	0.0009046493	0.0006858287	0.004762159	0.000679656	0.0003104082	0.0001350623	0.001345702	0.003002386	0.002109895	0.01176048	0.003011698	0.001850877	0.003353605	0.0007069091	0.005452301	0.005643589	0.0007896256	0.005388272	0.004182859	0.003745511	0.002621809	0.002671373	0.0009676002	0.002955404	0.0006270639	0.002800432	0.005329269	0.002099243	0.002216465	0.000824407	0.004526203	0.006588421	0.005566588	0.002274622	0.002339675	0.007309756	0.004512414	0.002241787	0.002067921	0.004819786	0.003701025	0.006997157	0.003193437	0.004006128	0.004167912	0.002493288	0.0002975686	0.001512004	0.001649788
31/07/2020 20:07:00	3	0.007737407	0.007089446	0.0004524448	0.005301391	0.0002864368	0.001381353	0.006718658	0.001428611	0.004551818	0.003319967	0.002712313	0.003485246	0.005126588	0.004539042	0.00423976	0.003060393	0.002027809	0.003047442	0.002205791	0.001835776	0.002766113	0.001259065	0.001951909	0.001771108	0.002578098	0.001781633	0.001260886	0.001657108	0.0003545617	0.003109473	0.001801633	0.0006208871	0.0007170249	0.005276984	0.0007630036	0.0004839312	0.004592666	0.0004446	0.0	0.0	0.0008453797	0.001588715	0.002424267	0.008204071	0.002450475	0.001700281	0.002922987	0.0005467105	0.005057205	0.005001875	0.0005247375	0.004586445	0.003214487	0.003554748	0.001930599	0.002011769	0.001046329	0.001824967	0.0007551656	0.002529303	0.004796603	0.001722159	0.002063977	0.0008724494	0.002926054	0.006811166	0.00498638	0.001965529	0.002186633	0.005840266	0.003905202	0.002135092	0.001738267	0.004860487	0.002444646	0.006257791	0.002307252	0.003814812	0.003688085	0.002480616	0.0003629676	0.001244085	0.001770593
31/07/2020 23:07:00	6	0.007340659	0.006884839	0.0005586123	0.004648603	0.000271496	0.0009491817	0.005993437	0.001471478	0.00451362	0.002872162	0.001592591	0.003486841	0.004987038	0.004112236	0.004812337	0.002439617	0.001966229	0.002077395	0.001951998	0.001394423	0.003414797	0.001607844	0.003334534	0.00146212	0.001332897	0.001575889	0.001015484	0.0007222841	0.0006427743	0.003427384	0.00214998	0.0002944359	0.0006589057	0.00444227	0.0006615623	0.0007102863	0.003620438	0.0006778107	4.765077e-05	0.0001905605	0.0009369482	0.001596846	0.001960962	0.007985788	0.002392435	0.001467292	0.002165064	0.0005788217	0.003707192	0.004465996	0.0	0.003814851	0.003147478	0.002929747	0.001200913	0.001620044	0.00105639	0.001985018	0.0009175037	0.00217588	0.005224779	0.001980646	0.00189513	0.00191615	0.002766614	0.005422953	0.004913645	0.001989176	0.001862565	0.004580864	0.00368155	0.002053361	0.001628028	0.004155213	0.002749011	0.0056139	0.002012232	0.003111284	0.003808719	0.001741979	0.0002801934	0.001290159	0.001662788
01/08/2020 02:07:00	9	0.01001288	0.007905213	0.001416791	0.007612236	0.004780176	0.003769235	0.009804718	0.004048045	0.00596765	0.006604651	0.003686059	0.006408828	0.006346012	0.007645928	0.007987868	0.003587897	0.004862146	0.003828008	0.006641176	0.002533754	0.004436335	0.002126073	0.005923632	0.004763011	0.003777453	0.004428466	0.00330611	0.002571811	0.003202993	0.004330807	0.004792195	0.0004431601	0.0008389987	0.006402635	0.002525234	0.002754838	0.004766105	0.001912445	0.00257596	0.001372701	0.002520402	0.005242903	0.004480604	0.01218698	0.004679844	0.003105854	0.003494013	0.004230362	0.006099208	0.009460434	0.003181966	0.005268529	0.005157291	0.0040942	0.00288733	0.004800947	0.002147886	0.005600313	0.003465154	0.006227763	0.009267369	0.004088893	0.005338893	0.004195552	0.004572507	0.007256451	0.01037136	0.003886783	0.005344209	0.006622706	0.007026696	0.004746087	0.00426564	0.00781724	0.005871119	0.007439739	0.002761779	0.006238145	0.006953586	0.003593492	0.001627088	0.003617312	0.003110172
01/08/2020 05:07:00	12	0.0173022	0.01290084	0.007159694	0.009585414	0.008962266	0.01029819	0.0188578	0.009183741	0.0112535	0.01175465	0.007272311	0.01111692	0.0109647	0.01441255	0.01292569	0.008367358	0.009913623	0.01002777	0.01340126	0.00810067	0.01203581	0.005746794	0.01027316	0.01210756	0.009615383	0.007368852	0.007424309	0.006458045	0.009406948	0.01129603	0.01152479	0.004422998	0.005339441	0.01190585	0.006588431	0.006578197	0.007059256	0.0057289	0.008252146	0.005625098	0.008601818	0.01095556	0.0106367	0.01769584	0.009925853	0.008171999	0.007828597	0.008874599	0.01177812	0.01656794	0.007580858	0.009167142	0.01207555	0.009762947	0.007822439	0.00861505	0.005617304	0.01116751	0.007037901	0.01436206	0.01446206	0.00948278	0.00999054	0.00963835	0.008575306	0.01189902	0.01707086	0.008898221	0.01078635	0.01072773	0.01412853	0.01073393	0.00817865	0.01321491	0.01238354	0.01211899	0.008481473	0.01022299	0.01371936	0.01013525	0.006462285	0.009875774	0.009009509
01/08/2020 08:07:00	15	0.02600248	0.01765441	0.01173663	0.01401146	0.01457756	0.01689589	0.02516984	0.01593351	0.0166283	0.01836084	0.0124835	0.01687399	0.01465839	0.02070216	0.01742524	0.01360723	0.01402459	0.01487708	0.01877519	0.01478408	0.01922019	0.01060083	0.01784002	0.01982366	0.0147359	0.0117013	0.01290197	0.0122058	0.01704068	0.01901983	0.01858825	0.01001318	0.01116343	0.01642232	0.01239826	0.01176509	0.01048496	0.01026368	0.01296148	0.009837072	0.01541061	0.01601608	0.0159335	0.02478167	0.01441108	0.01368079	0.01165862	0.01433105	0.01602117	0.02425679	0.01236266	0.0129965	0.01942951	0.01632334	0.01675167	0.01485027	0.01151032	0.01616739	0.01204837	0.02278686	0.02155438	0.0140003	0.01796097	0.01508969	0.01322218	0.016285	0.02622399	0.01581142	0.01428981	0.01810763	0.0215037	0.01685016	0.01429558	0.0208287	0.01918002	0.01819491	0.01502405	0.01488539	0.02018139	0.01658817	0.01123887	0.01524562	0.01769587
01/08/2020 11:07:00	18	0.0341924	0.02447332	0.0171391	0.0196203	0.01981535	0.02342443	0.03127523	0.02001953	0.02245276	0.02388858	0.01817321	0.02213835	0.02100712	0.02398339	0.02648491	0.01695651	0.01837699	0.02329797	0.02384985	0.02492678	0.02536364	0.01509546	0.02480735	0.02967044	0.02041323	0.01652216	0.01771806	0.01724665	0.01977164	0.02594993	0.02430042	0.01566972	0.0168525	0.02219296	0.01791475	0.01412959	0.01579808	0.01460374	0.0173635	0.01381091	0.02197991	0.02138109	0.02083552	0.03292952	0.0182716	0.01981818	0.01697626	0.021622	0.02188814	0.03209724	0.01581744	0.01679751	0.0281094	0.02271931	0.0249169	0.01874656	0.01756397	0.01965635	0.01622772	0.02931786	0.02655425	0.01929956	0.0281174	0.01948445	0.01621371	0.02088448	0.03242376	0.02315685	0.02019173	0.02531581	0.03243163	0.02019061	0.02140617	0.02838212	0.02431677	0.0233734	0.02185283	0.02062467	0.02454899	0.0226526	0.01638176	0.02058708	0.02478403
01/08/2020 14:07:00	21	0.04108477	0.02977619	0.02097445	0.02602412	0.02449544	0.02928385	0.03656258	0.02463893	0.02728045	0.02769362	0.02368175	0.02848637	0.02432309	0.02929604	0.03283637	0.01972727	0.02148994	0.03108967	0.02758888	0.03068375	0.03145541	0.01895064	0.03103398	0.03920278	0.02831845	0.02001828	0.023711	0.02200495	0.02321855	0.03166456	0.03025102	0.02010515	0.02016771	0.02655338	0.02164114	0.0191924	0.01897556	0.01817555	0.0225133	0.01567294	0.02679459	0.02697372	0.02501986	0.03911644	0.02197532	0.02448963	0.02091807	0.02547324	0.02601043	0.03783755	0.01872062	0.02150399	0.03385158	0.02711982	0.03041754	0.02466169	0.02328301	0.02409213	0.02065292	0.03441246	0.03315256	0.02349247	0.03424937	0.02400798	0.01979962	0.02323839	0.03729118	0.027696	0.02343436	0.03000815	0.03699484	0.02466603	0.02715641	0.03662079	0.02926341	0.02702835	0.02749468	0.0254864	0.02851008	0.02697747	0.01952679	0.02580337	0.03133486
01/08/2020 17:07:00	24	0.04650657	0.03354342	0.02654169	0.03204976	0.02700584	0.03348102	0.04097131	0.02691872	0.03087776	0.03088048	0.02674516	0.03108325	0.02786502	0.03212629	0.03753227	0.02261301	0.02406221	0.03702223	0.02969507	0.03754583	0.03494491	0.02197934	0.03414972	0.04746024	0.03161009	0.02396725	0.02927853	0.02614929	0.02634064	0.0360807	0.03436133	0.02383355	0.02298205	0.02865645	0.02514923	0.02382994	0.02224404	0.02080085	0.02645362	0.01841122	0.03079257	0.03193939	0.02795879	0.03977487	0.02455434	0.02761506	0.0225422	0.02742264	0.02987911	0.04386357	0.02193221	0.02495152	0.03803787	0.03103391	0.03482972	0.02995915	0.02767875	0.02733832	0.0237484	0.03646965	0.03806989	0.02681302	0.0386302	0.02583478	0.02389761	0.02708368	0.04241746	0.03212336	0.0258687	0.03327689	0.04396766	0.02896733	0.03205293	0.04217725	0.03281159	0.03144438	0.03168355	0.02727845	0.03166166	0.0301984	0.02227014	0.02805414	0.03494053
01/08/2020 20:07:00	27	0.05128099	0.03568566	0.02884666	0.03539248	0.02903675	0.03636789	0.04341397	0.02893586	0.0328639	0.03238341	0.02905605	0.03266256	0.02941612	0.03402501	0.0377062	0.02633544	0.02736831	0.04195363	0.03271813	0.04208554	0.03945312	0.02429752	0.03771819	0.05304049	0.03404948	0.02644783	0.0323996	0.02913099	0.02847607	0.03699589	0.0384235	0.0285814	0.02578721	0.03079764	0.02823646	0.02819673	0.02489339	0.02211965	0.02787597	0.02028928	0.03198961	0.03686513	0.03060266	0.04369989	0.02642597	0.02976862	0.02516821	0.03125526	0.03166835	0.04945302	0.02510941	0.02792653	0.04138381	0.03364564	0.03782125	0.03297642	0.03205277	0.02925852	0.02652275	0.03876089	0.04134277	0.02886675	0.04238239	0.02812351	0.02762429	0.02908116	0.04470324	0.03550654	0.0279372	0.03463981	0.04880947	0.03250855	0.03560419	0.04583789	0.0364835	0.03371883	0.03584384	0.02733048	0.03450414	0.03136961	0.02391203	0.0312717	0.03714934
