Vessel Name: 16042020_InCu_KaKr_KK1-58_P7_1
Metric: RFP Integrated Intensity / GFP Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	AC005013.1	ACO1	ADAM12	ADAMDEC1	ADAR	ADORA3	AIM2	AKAP2	ALOX5AP	ANKRD22	APOBEC3A	APOBEC3G	APOL1	APOL2	APOL3	APOL4	APOL6	ARAP1	ARL9	ASGR1	ATF3	ATF7IP	ATXN1	BATF	BATF2	BRD3	BST2	C19orf66	C6orf100	C9orf91	CAPN15	CASP1	CBFA2T3	CCL13	CCL2	CCL24	CCL7	CCL8	CCNA1	CCR1	CCR2	CD180	CD274	CD38	CD69	CD80	CEACAM1	CFB	CFHR1	CH25H	CHST2	CLEC5A	CLECL1	CMKLR1	CMPK2	CNP	CTAGE1	CX3CR1	CXCL10	CXCL11	CXCL3	CXCL9	CYP2J2	DCT	DDX58	DDX60	DDX60L	DEFB1	DHX58	DOK1	DOK2	DOK3	DTX3L	DUSP7	EIF2AK2	EMP1	EMR3	ENG	ENPP2	EPHB2	EPSTI1	ETV7	EVI2A	C1 (Mx2)	C2 (STAT1)	C3 (MAVS)	C4 (BST2)	C5 (EIF2AK2)	C6 (RSAD2)	NTC1	NTC2	NTC3	NTC4	NTC5
16.04.2020 18:25:00	0	0.0001010288	0.0	5.170826e-05	0.0002241879	0.0	0.0	0.0	0.0	8.906107e-05	0.0	0.0	0.0	0.0	3.082094e-05	3.519069e-05	0.0	0.0	0.0	0.0	0.0002921615	3.632589e-05	0.0	0.0	0.0	0.0	0.0002708285	0.0002307215	6.22817e-05	7.109655e-05	3.543598e-05	0.0	0.0	0.0006683221	0.0	0.0	0.0	0.0	0.0002691366	0.0001563963	0.0	0.0	0.0	0.0	0.0	0.0	0.001835253	0.0001568771	0.0	0.00623814	4.190575e-05	0.0	0.00120448	0.0	0.0002389567	4.4279e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.978841e-05	0.0	0.0	0.0001484294	0.0002907929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.431034e-05	0.0	3.057101e-05	0.0	0.0	4.498694e-05	0.0	0.0	0.0	0.0	7.018232e-05	3.373025e-05	0.0	0.0001255898	7.377394e-05	0.0	0.0	0.0	0.0	0.0
16.04.2020 21:25:00	3	0.0001079796	1.642523e-05	1.534182e-05	0.0002468327	1.656001e-05	1.68551e-05	1.608631e-05	2.264919e-05	0.0001284774	1.759777e-05	2.296618e-05	1.800506e-05	1.735241e-05	4.544257e-05	2.057279e-05	1.55909e-05	1.955181e-05	1.592597e-05	1.931977e-05	0.0003126613	1.968704e-05	2.273964e-05	1.888202e-05	1.813431e-05	1.845098e-05	0.0002852616	0.0001669292	6.70646e-05	0.0001095279	1.930574e-05	2.171399e-05	1.780857e-05	0.001751804	1.971525e-05	1.818445e-05	1.878264e-05	2.056289e-05	0.0002078434	0.0002451303	2.326036e-05	2.146861e-05	1.743786e-05	4.756227e-05	1.717746e-05	1.729549e-05	0.001223966	0.0001478296	1.722631e-05	0.004887082	6.596999e-05	2.200871e-05	0.0008677717	1.850016e-05	0.0002559691	1.844822e-05	6.291032e-05	2.434231e-05	2.072966e-05	1.781556e-05	1.945082e-05	2.253573e-05	9.699033e-05	2.046901e-05	2.214617e-05	0.0001909243	0.0003180918	2.488303e-05	2.39936e-05	3.11626e-05	2.760823e-05	3.140009e-05	1.296755e-05	1.568206e-05	1.722335e-05	2.226415e-05	1.952244e-05	2.020026e-05	2.199172e-05	2.116816e-05	5.619156e-05	1.830547e-05	2.0137e-05	1.707843e-05	2.658988e-05	9.02779e-05	4.96232e-05	2.851589e-05	0.0001335045	9.600542e-05	2.971968e-05	2.708959e-05	2.160297e-05	1.656798e-05	2.077172e-05
17.04.2020 00:25:00	6	0.0001123756	2.147626e-05	5.038091e-05	0.0001530784	2.195035e-05	2.067608e-05	2.248142e-05	3.309066e-05	5.006335e-05	2.548572e-05	3.125206e-05	2.490853e-05	2.568951e-05	5.274616e-05	2.626962e-05	1.998036e-05	2.586031e-05	2.136044e-05	4.648316e-05	0.0003757492	2.161929e-05	3.168172e-05	2.380218e-05	2.340749e-05	2.227608e-05	0.0002571181	0.0001318867	2.688461e-05	0.0001098492	2.750217e-05	2.586898e-05	0.0001232949	0.001757581	2.615407e-05	2.566899e-05	2.492818e-05	2.650893e-05	0.0002091317	0.0002500547	8.560046e-05	2.941492e-05	2.227437e-05	2.158201e-05	2.105717e-05	2.129278e-05	0.0009956596	0.0001422141	2.236152e-05	0.00436281	6.034074e-05	2.754485e-05	0.0007488075	2.347025e-05	0.000255395	2.24787e-05	7.286289e-05	3.198741e-05	2.479889e-05	2.179945e-05	2.518478e-05	2.746077e-05	0.0001071464	2.733169e-05	2.971835e-05	0.0002541558	0.000307944	3.206432e-05	3.243728e-05	3.641242e-05	3.460277e-05	3.854782e-05	1.725889e-05	1.984578e-05	2.14879e-05	0.0003083583	2.543011e-05	2.467421e-05	2.674411e-05	2.597599e-05	5.744326e-05	2.466563e-05	2.521516e-05	2.245335e-05	3.697753e-05	9.634298e-05	2.25783e-05	3.671029e-05	4.523776e-05	9.716074e-05	3.925797e-05	3.298692e-05	2.894233e-05	2.594051e-05	2.736314e-05
17.04.2020 03:25:00	9	0.0001006546	0.0001694991	9.915763e-05	0.0002669868	2.295592e-05	2.462405e-05	0.0002643713	3.314299e-05	0.0001268946	0.0001085445	0.0001150184	9.412848e-05	7.805724e-05	0.0002229756	0.0004993175	0.0001118254	0.0001346339	0.0001763152	9.520536e-05	0.0003581944	0.0001722298	0.0001352704	8.989397e-05	0.0001339545	0.0002398401	0.0002319418	0.0002709794	6.713198e-05	0.0001254186	0.0005508831	0.0001269394	0.0001879041	0.001645762	0.0001426741	0.0001830573	2.693454e-05	0.0002476522	0.0003958474	0.0008405986	0.0002291337	0.0001404314	0.0001956379	0.0002617885	0.0004904923	0.0001133379	0.001602687	0.0003435988	0.0002706347	0.004596516	6.394891e-05	9.799238e-05	0.0007205239	2.834647e-05	0.0006598813	0.0002594656	0.0001459325	0.0002748484	0.0002885661	0.000138951	0.0001739763	3.439907e-05	0.0004983173	9.583426e-05	0.0001015505	0.0006020677	0.001002478	0.0004470574	0.0004308014	0.0004185055	0.001198442	4.434656e-05	9.746776e-05	7.102635e-05	0.0003121706	0.00190945	0.000204304	0.0002406855	0.0003355469	0.0003804972	0.0001963164	7.71192e-05	8.709019e-05	0.0003432464	0.0001568692	0.0002496926	5.905023e-05	4.157072e-05	0.002173301	0.0003461608	0.0002011996	3.423855e-05	0.0002067367	0.0002714243	0.0002892771
17.04.2020 06:25:00	12	0.0007487683	0.0009626456	0.0007004029	0.000490475	0.0004317918	0.0004743412	0.001202477	3.078544e-05	0.0006171347	0.0004990008	0.0006608679	0.001034127	0.0007951944	0.001050715	0.002141125	0.001273418	0.0008468754	0.001246329	0.000790233	0.001327354	0.0008276461	0.0008703143	0.0005140794	0.0005817459	0.001109677	0.0008558626	0.001344051	0.000673373	0.0008288641	0.001307896	0.000233665	0.001252081	0.002695105	0.0008079446	0.0005385847	0.0006617749	0.001212122	0.001181472	0.001439336	0.001087463	0.0006731828	0.001784083	0.001147966	0.001471627	0.001240591	0.002300812	0.0008030642	0.001043379	0.005193058	0.0005038097	0.0004366181	0.001009383	0.0008576838	0.00348532	0.0009752946	0.001331602	0.001509336	0.0009757606	0.0004222574	0.001330459	0.0009831715	0.002057139	0.0006510752	0.00108502	0.001980938	0.005210292	0.00192142	0.00248605	0.002255498	0.003348208	0.0003667832	0.0006918917	0.001166717	0.00146154	0.006799863	0.001134824	0.0009316971	0.0009321552	0.002154032	0.001143222	0.0008159935	0.0005108914	0.001230454	0.0007045535	0.00143312	0.0006599239	0.001328999	0.006091658	0.001145768	0.0006749949	0.0005531808	0.001749552	0.00122719	0.0009939979
17.04.2020 09:25:00	15	0.002686996	0.002671429	0.002191427	0.001958147	0.002057199	0.001198196	0.00318331	0.001889931	0.001573838	0.001796544	0.001436435	0.002559067	0.002713697	0.003423129	0.004277773	0.002980623	0.002011364	0.005272419	0.002507223	0.003141534	0.003260503	0.002721046	0.002265894	0.002156461	0.003459101	0.003271114	0.003583179	0.002754623	0.002986558	0.003399215	0.001189398	0.003367417	0.005046346	0.00281232	0.001917411	0.002254361	0.003218635	0.002884396	0.003345256	0.003494266	0.001775242	0.005133274	0.003319411	0.003534346	0.004206228	0.003989406	0.002406692	0.003102491	0.006779273	0.002435982	0.003902891	0.003527819	0.003153716	0.00930704	0.002728405	0.003069293	0.00442707	0.002972583	0.001872278	0.003068588	0.004595541	0.005708112	0.002644781	0.003849267	0.005846062	0.01483646	0.005336052	0.005688109	0.005492737	0.006300255	0.002093775	0.00248447	0.004764409	0.004543913	0.01373151	0.003119617	0.003370589	0.00341258	0.005859159	0.004096766	0.00367282	0.00303774	0.004004077	0.002487066	0.00444195	0.002308175	0.005193407	0.0123909	0.002167488	0.0033477	0.003036496	0.004062969	0.003675382	0.002754891
17.04.2020 12:25:00	18	0.005506231	0.005075127	0.004995588	0.004463435	0.004260548	0.002629978	0.006971069	0.004254875	0.003409724	0.00337508	0.003212035	0.00578736	0.005733566	0.006414915	0.008074516	0.006079105	0.004521012	0.01121955	0.005346223	0.00605146	0.007012303	0.006265772	0.004720492	0.003707606	0.007252774	0.006714525	0.00624469	0.005934166	0.006053493	0.007151457	0.003767262	0.006201689	0.007942931	0.006560911	0.004309468	0.005311313	0.00659546	0.006363452	0.00626467	0.007658075	0.005132813	0.009715653	0.007381484	0.008286402	0.01023304	0.007007478	0.004728928	0.006014275	0.0090309	0.005172662	0.007602094	0.006287914	0.007797312	0.01667491	0.005594457	0.005929326	0.00884375	0.006938038	0.004188725	0.005804309	0.009804846	0.01075575	0.005683936	0.00693427	0.01073597	0.02793634	0.01133608	0.01117462	0.01108367	0.01037356	0.004621596	0.004273789	0.008939703	0.008377255	0.02192613	0.005970305	0.00779568	0.007047296	0.01284526	0.008724773	0.00743456	0.007407598	0.007199564	0.005154587	0.01069867	0.005212398	0.009710838	0.01969965	0.005104803	0.007446119	0.006999785	0.006137668	0.007466102	0.005986594
17.04.2020 15:25:00	21	0.008242446	0.007784206	0.007748673	0.006778901	0.006954101	0.004764962	0.01195149	0.007469566	0.005175007	0.005790305	0.004828101	0.009148273	0.00945607	0.0107406	0.01203883	0.007884435	0.007521532	0.01863108	0.008926144	0.009969905	0.01189917	0.009908701	0.007866021	0.006413547	0.01215358	0.01037553	0.008672027	0.009580161	0.01019999	0.01056285	0.006560317	0.009639559	0.01117147	0.01070324	0.007687052	0.007744656	0.01060794	0.01002761	0.01098583	0.01060538	0.008581511	0.01667607	0.01185509	0.01258431	0.01608728	0.01054128	0.006533164	0.008759918	0.01108732	0.008827746	0.01243557	0.0084628	0.01189189	0.02580232	0.009817299	0.008684376	0.01472105	0.0113859	0.007065975	0.01024637	0.01558476	0.01662861	0.01035693	0.01065786	0.01716643	0.04396338	0.01785474	0.0176929	0.01793139	0.01678869	0.008982968	0.007623466	0.01521463	0.01330882	0.02977578	0.009828693	0.01271103	0.01001064	0.01856777	0.01439036	0.01142532	0.01227817	0.01130479	0.008484003	0.01818296	0.01084562	0.01576	0.0278584	0.01087326	0.01329206	0.01156431	0.01020519	0.01188584	0.009644567
17.04.2020 18:25:00	24	0.01232887	0.01083726	0.01049814	0.009096622	0.009526081	0.006632301	0.01714483	0.01030463	0.006874368	0.008445541	0.006968875	0.01190774	0.01278387	0.01448661	0.0159526	0.009050021	0.01134989	0.02503636	0.01264207	0.0142205	0.01649641	0.01259046	0.01144608	0.008834631	0.01585967	0.01315777	0.01080598	0.01393022	0.01409787	0.01494975	0.008372371	0.01337434	0.01354159	0.01381662	0.01008198	0.01020895	0.01442379	0.01421073	0.01474802	0.0132268	0.01158376	0.02273719	0.01590906	0.01637657	0.02022972	0.0139685	0.009122537	0.01187299	0.01342642	0.01212658	0.01688344	0.009565128	0.01535047	0.03473454	0.01370115	0.01282244	0.02136015	0.01552669	0.01007196	0.01410095	0.02139782	0.02308048	0.01471685	0.01354788	0.02499212	0.06001018	0.02592698	0.02398142	0.02490667	0.02379229	0.01274226	0.01025061	0.0223877	0.01752164	0.03443131	0.01399538	0.01738098	0.01271251	0.0239542	0.01881031	0.01484759	0.01658024	0.01566873	0.01148364	0.02679215	0.01735159	0.02217497	0.0329333	0.01637718	0.01730632	0.01643788	0.01408186	0.0167483	0.01299834
17.04.2020 21:25:00	27	0.01459564	0.0137872	0.0130387	0.01098848	0.01152565	0.009014106	0.0215952	0.01306906	0.007428044	0.009948861	0.009505359	0.01466721	0.01490465	0.01710404	0.01848338	0.009914821	0.01302576	0.0314409	0.01421005	0.01593351	0.01974117	0.01537013	0.01376049	0.01088402	0.01759496	0.01505993	0.01138902	0.01664948	0.01637693	0.01846053	0.009454035	0.01509695	0.01481317	0.01542151	0.01077104	0.01191916	0.01744078	0.01773567	0.01621065	0.01528738	0.01472963	0.02752278	0.01874354	0.01819232	0.01997324	0.01581762	0.01053646	0.01503595	0.01475624	0.01422432	0.01895533	0.0106673	0.01855671	0.04270329	0.0155162	0.01471618	0.02354911	0.01886367	0.01226521	0.0174832	0.02489715	0.02813569	0.0160755	0.01582902	0.0319978	0.07351229	0.03142515	0.02755174	0.02745252	0.02832426	0.01535502	0.01162078	0.02740603	0.01916131	0.03520824	0.01642952	0.01925466	0.01367889	0.02744304	0.02164013	0.01693823	0.01881186	0.01829464	0.01398813	0.03705236	0.02433658	0.02851101	0.03484872	0.02166163	0.01960267	0.01949482	0.0161946	0.0211929	0.01550295
