Vessel Name: 02062020_InCu_KaKr_KK1-73_AC1-8_P2_7
Metric: GFP Integrated Intensity / RFP Integrated Intensity
Cell Type: 
Passage: 0
Notes: 
Analysis: KaKr-A549-H2B-GFP/-RFP_DEFv10

Date Time	Elapsed	MSR1	MT1H	MT1HL1	MT1M	MT2A	MX1	MX2	MYCL	MYD88	NCOA7	NEXN	NKX3-1	NMI	NT5C3A	NUPR1	OAS1	OAS2	OAS3	OASL	OGFR	P2RY14	PALM2-AKAP2	PAQR8	PARP10	PARP11	PARP12	PARP14	PARP9	PCDH17	PDCD1LG2	PDZD2	PGAP1	PHF11	PID1	PIWIL4	PLEKHA4	PLSCR1	PLXDC2	PMAIP1	PNPT1	POLD1	POLI	PPM1K	PSMB8	PSMB9	PTAFR	RAI14	RARRES3	RASA2	RASGEF1B	RASGRP3	RGL1	RGS1	RHBDD2	RIN2	RNF213	RTCB	RTP4	RUFY4	S100A4	SAMD9	SAMD9L	SAMHD1	SDS	SECTM1	SERPINA1	SERPINB13	SERPINB3	SERPINB4	SERPING1	SIGLEC1	SLAMF7	SLC11A1	SLC15A3	SLC16A10	SLC1A5	SLC25A28	SLFN12L	SLFN5	SOCS1	SP100	SP110	SREK1IP1	STAT1	MAVS	BST2	EIF2AK2	RSAD2	NTC1	NTC2	NTC3	NTC4	NTC5
02.06.2020 11:41:00	0	0.006760412	0.006954885	0.006928314	0.007189287	0.007304045	0.005462908	0.007331423	0.007230404	0.008251884	0.006123861	0.006300062	0.007132999	0.005787468	0.005668733	0.00607835	0.006488632	0.006458028	0.006207462	0.007943453	0.004500868	0.006058411	0.007165376	0.007709242	0.006606126	0.005519752	0.006647817	0.004703896	0.005356814	0.005529479	0.005530656	0.01295225	0.004954633	0.00459019	0.008178395	0.00550816	0.005372939	0.006735439	0.005442047	0.004943511	0.006857759	0.004462749	0.03564765	1.180296	0.005481471	0.4138449	0.4000591	0.5142333	0.6718407	0.0070585	0.005535464	0.0056379	0.01315156	0.008354829	0.00962223	0.007762499	0.009074346	0.02837425	0.006602665	0.005686489	0.005576639	0.00691246	0.005856876	0.006298025	0.005900937	0.00559344	0.3420966	1.19443	1.078147	0.4716856	0.6078858	0.4717393	0.006168781	0.006075683	0.005632494	0.007285567	0.005462343	0.008816721	0.008031874	0.006073415	0.005937843	0.004471523	0.005067718	0.005028551	0.005146655	0.007484531	0.006696884	0.008066465	0.006355878	0.008666337	0.009341286	0.006910403	0.007601711	0.008858583
02.06.2020 14:41:00	3	0.007306935	0.007108588	0.006891611	0.00662541	0.007097319	0.005351029	0.007870358	0.006827254	0.00827635	0.007480117	0.006414041	0.007272243	0.005772461	0.004646102	0.005551889	0.005586904	0.004387855	0.004984523	0.006171105	0.003805027	0.004899632	0.005662935	0.00513629	0.007166149	0.005418141	0.005593854	0.003553646	0.004434513	0.003966556	0.004172429	0.0123647	0.003709997	0.003443357	0.006709595	0.004251497	0.005310386	0.006747399	0.004422101	0.004223158	0.004496853	0.004158861	0.03454001	1.190415	0.004179319	0.4337516	0.3490326	0.5636675	0.6666096	0.006571381	0.004491897	0.00326758	0.01546747	0.006997215	0.006509233	0.006197806	0.006345621	0.02476767	0.005161938	0.005140416	0.00548499	0.005416026	0.00428519	0.005334516	0.005070901	0.004875683	0.3953827	1.270112	1.199173	0.4753973	0.5566339	0.7040814	0.005468959	0.005704185	0.00457853	0.005371172	0.00511506	0.006844709	0.006418114	0.004567788	0.004354636	0.003823179	0.004442829	0.005017522	0.005920581	0.006918066	0.006421637	0.007732463	0.006736596	0.009381193	0.007401436	0.007277318	0.007426823	0.007737128
02.06.2020 17:41:00	6	0.008615584	0.007127759	0.006942993	0.006026217	0.006862451	0.005564421	0.007721274	0.00679656	0.008741733	0.009046664	0.006174081	0.007116722	0.005900108	0.003953784	0.005869065	0.004655007	0.004323501	0.003684973	0.006340901	0.003548392	0.004469777	0.005187977	0.004941539	0.007991907	0.005546532	0.007273365	0.003603826	0.004181975	0.003469468	0.003863369	0.0138288	0.003607699	0.003659437	0.006749811	0.004577205	0.005312684	0.007757079	0.005176624	0.004396145	0.005057313	0.004381944	0.03448404	1.244915	0.003748501	0.4019031	0.4869399	0.6618266	0.7865339	0.006246528	0.004932348	0.004068377	0.01393383	0.005652664	0.005577215	0.006427812	0.006147888	0.02133018	0.005050087	0.005763125	0.005516637	0.006136379	0.005587754	0.005788802	0.005299909	0.004893469	0.3326207	1.060923	0.854969	0.4379183	0.6241469	0.8391798	0.004731399	0.005461643	0.003987218	0.00478567	0.004522174	0.006978061	0.005929957	0.005078294	0.004046773	0.003665353	0.004223061	0.00498923	0.006509306	0.006357138	0.007705494	0.009395458	0.007104729	0.01116322	0.007680991	0.006491139	0.008395629	0.0082958
02.06.2020 20:41:00	9	0.01085001	0.007664489	0.007837245	0.007820063	0.008264401	0.005751914	0.008441647	0.007894048	0.008998019	0.01114561	0.007074194	0.008299414	0.006778948	0.004438938	0.007304974	0.004829239	0.004687559	0.004362263	0.007126905	0.005314125	0.005319678	0.0062449	0.005329994	0.009185109	0.00660903	0.008518013	0.003773643	0.004492016	0.00357378	0.004207141	0.02102349	0.004692998	0.004814929	0.008106713	0.005791428	0.005797649	0.008996451	0.0057951	0.005173721	0.007688501	0.004698654	0.04103699	1.172594	0.003851685	0.3758219	0.4159029	0.5256237	0.7568288	0.007166726	0.006297929	0.004240453	0.01471173	0.006909678	0.004923104	0.007698525	0.005884656	0.01861945	0.006182108	0.005736104	0.006972878	0.006246195	0.007387872	0.005943357	0.006854308	0.004849802	0.2829018	0.9925214	0.9843586	0.4699915	0.5849445	0.9364434	0.007325884	0.005326996	0.004835913	0.004646389	0.004789778	0.007354271	0.006417237	0.005923751	0.004880785	0.004455737	0.004478343	0.005913761	0.006466885	0.006395059	0.008462616	0.01098	0.007415611	0.01356942	0.008738947	0.006942203	0.01092124	0.009218402
02.06.2020 23:41:00	12	0.0163538	0.009418212	0.01057973	0.01086806	0.01095224	0.007740115	0.01166355	0.01312806	0.01038815	0.01586547	0.01068149	0.01178725	0.009465761	0.006080681	0.009522066	0.006047304	0.007033158	0.006484756	0.01190788	0.008714179	0.007616192	0.00867243	0.007244069	0.0142698	0.01087936	0.01111893	0.005314591	0.00702618	0.004360764	0.006622665	0.03591583	0.006890614	0.007443321	0.0109781	0.009418915	0.008889042	0.01338008	0.009807248	0.00861179	0.01426057	0.006624279	0.05158326	1.391112	0.006034812	0.4456705	0.4224934	0.6130894	0.7470775	0.01115894	0.00883703	0.006837357	0.01646113	0.009544463	0.006939696	0.01105581	0.007735879	0.0183072	0.009007251	0.007290247	0.01118462	0.01003166	0.01262391	0.00988786	0.01162197	0.007047595	0.3092159	0.7669809	0.918485	0.4164922	0.524657	0.9100285	0.01124261	0.007559447	0.006114769	0.006350271	0.00586196	0.01044852	0.01119814	0.009706058	0.007932615	0.007648446	0.006080725	0.009611278	0.008498731	0.008531156	0.01344282	0.02295318	0.01000767	0.02157549	0.01173907	0.01060892	0.0194228	0.01310903
03.06.2020 02:41:00	15	0.02691437	0.01485015	0.01543862	0.01963441	0.0168181	0.01265209	0.021304	0.0256957	0.01466473	0.03051197	0.01874523	0.01836335	0.01787259	0.01058249	0.01599136	0.009616513	0.01252515	0.01207449	0.02231933	0.01793248	0.01415957	0.01750283	0.01287039	0.02401062	0.02105418	0.0213107	0.01125969	0.01282315	0.008274788	0.0133761	0.06197614	0.01239921	0.01392715	0.02142603	0.01942101	0.01653003	0.02550108	0.02364034	0.0185757	0.02558524	0.01249986	0.07158446	1.049539	0.01176391	0.556928	0.4288029	0.6672478	0.7714936	0.02376374	0.01818606	0.01334788	0.02446424	0.01758479	0.01244849	0.02027516	0.01305603	0.0197787	0.01667762	0.01242622	0.02477225	0.02248916	0.01997392	0.01783515	0.02273063	0.01275828	0.3421184	0.8041361	1.049219	0.3599217	0.5819184	1.073441	0.02227876	0.01381369	0.01192577	0.01205655	0.01004217	0.02019591	0.02483865	0.01857483	0.01594403	0.01614671	0.01143887	0.0198566	0.01572153	0.01590484	0.02357335	0.0346175	0.01811998	0.04021781	0.0227	0.01990195	0.03200077	0.0251439
03.06.2020 05:41:00	18	0.04595721	0.02783685	0.02811192	0.04074438	0.03263658	0.02500967	0.0424777	0.04744568	0.02538932	0.05875061	0.03853708	0.03334947	0.03834033	0.02145199	0.02617949	0.01771095	0.02385998	0.02844844	0.04361278	0.03661032	0.0273478	0.03723177	0.02751981	0.04749089	0.04307694	0.04559644	0.02566698	0.02996605	0.01599905	0.03044965	0.10537	0.02737954	0.0307017	0.04553945	0.0457001	0.032473	0.05553011	0.06121462	0.04288857	0.04674421	0.02817784	0.1170247	1.258243	0.02861055	0.5025169	0.4499889	0.734245	0.9089895	0.05278684	0.03832857	0.03172452	0.04091638	0.03134611	0.02823216	0.04112183	0.02740218	0.0272255	0.03806658	0.0252317	0.05263203	0.05180541	0.03406762	0.04102358	0.04889211	0.02522832	0.2954639	0.6840724	0.9743021	0.4271823	0.5413969	1.287129	0.04506314	0.02697217	0.0262005	0.02487447	0.02268657	0.04752096	0.05386847	0.03363054	0.03303781	0.03245737	0.0270121	0.04498552	0.03612508	0.03501922	0.04624855	0.06983811	0.03576762	0.07490955	0.04720314	0.04059751	0.05655114	0.05448725
03.06.2020 08:41:00	21	0.0749694	0.05799476	0.05565413	0.0694383	0.06610596	0.05228883	0.08115037	0.08851349	0.05165278	0.1015468	0.07091805	0.06102729	0.07788088	0.04789062	0.05084144	0.0330306	0.04171401	0.060567	0.08415655	0.07245657	0.05865039	0.08074622	0.05936608	0.08874077	0.0961437	0.1002738	0.05482255	0.05878006	0.03608502	0.07229945	0.1839806	0.05946695	0.06486046	0.1010954	0.09315475	0.06729198	0.1135056	0.1281942	0.08796874	0.08651657	0.059149	0.2057818	1.280042	0.06017823	0.6600556	0.6612211	0.7155327	1.104185	0.104286	0.08708102	0.0594295	0.08462227	0.06305426	0.05807798	0.0943964	0.06217372	0.04528065	0.08446532	0.05353786	0.09794065	0.1168905	0.06933192	0.08366338	0.09852558	0.05559924	0.2701313	0.8045551	0.7926733	0.5001321	0.6521236	1.455518	0.08882279	0.05954447	0.05703748	0.05744352	0.05434916	0.09293175	0.1251247	0.06094261	0.07035767	0.06767777	0.05826573	0.09019735	0.07418833	0.07170555	0.08805297	0.113511	0.07881634	0.1444881	0.101913	0.07924125	0.1096834	0.1119761
03.06.2020 11:41:00	24	0.1194103	0.1031935	0.1074008	0.1209433	0.1236691	0.1083874	0.1421178	0.1576073	0.09921925	0.169665	0.1300611	0.1050498	0.1480657	0.09613091	0.09062158	0.06205885	0.08273547	0.1137622	0.154354	0.133959	0.1117052	0.1571722	0.1176939	0.1598697	0.1895353	0.1763504	0.1092359	0.1102317	0.08013347	0.1478413	0.3529749	0.1185438	0.1291294	0.2062177	0.170674	0.1299427	0.2088337	0.252554	0.1770362	0.1538169	0.1086375	0.3461279	1.399517	0.1220558	0.724045	0.7311126	0.9394666	1.380741	0.1971997	0.1790296	0.1156777	0.1626972	0.1287487	0.1236638	0.1725814	0.1294464	0.080498	0.1547487	0.1265669	0.1697949	0.2122225	0.139025	0.1559216	0.1844733	0.1132093	0.3021322	0.9186854	0.8415303	0.4818576	0.7646331	1.898287	0.1671221	0.1172129	0.123239	0.1106587	0.1014446	0.1702691	0.2676926	0.1307938	0.1156765	0.1335914	0.1197186	0.1657969	0.1477592	0.1451313	0.1586262	0.2806693	0.1559615	0.246638	0.1927946	0.1437127	0.2212476	0.2001882
03.06.2020 14:41:00	27	0.1998307	0.2310592	0.1865441	0.1976506	0.2540804	0.2065774	0.2292736	0.31358	0.1786259	0.2979567	0.2190836	0.1664126	0.2474161	0.1691712	0.1596864	0.1143799	0.1520696	0.2058853	0.302813	0.2403114	0.197249	0.2598702	0.2036578	0.2783133	0.3429658	0.317282	0.2058593	0.2114653	0.1602972	0.2731208	0.6413538	0.2226836	0.2552851	0.3328553	0.2743114	0.2518738	0.3989497	0.43229	0.3242329	0.2470427	0.1936661	0.5316129	1.3396	0.21769	0.8855246	0.8440281	0.9657745	1.716445	0.3619489	0.3519499	0.2085518	0.2748341	0.2267568	0.213757	0.276592	0.2477063	0.1438439	0.2847231	0.1913463	0.3070743	0.3652714	0.253336	0.2457379	0.3495991	0.2064701	0.3165427	0.8635878	0.9713474	0.6211224	0.8552091	2.18484	0.2754348	0.2084726	0.228986	0.200843	0.1749571	0.2733869	0.4061468	0.2263043	0.1987572	0.2317479	0.2204407	0.2876318	0.2621403	0.2586296	0.2432283	0.4072395	0.2769402	0.3675694	0.3492897	0.2867512	0.3346693	0.3313592
